date,date_posted,text,Subjectivity,Polarity,Analysis
2020-10-01 22:59:00,6 days , Is this more fake news by Morgan Stanley to get price to drop so they pickup more shares ?,0.6666666666666666,0.16666666666666666,Positive
2020-10-03 22:59:00,4 days ," 300 before 500, next market selloff just around the corner. NASD to 9537.",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Does anyone know how the FSD rewrite is proceeding?,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," for the past three quarters they've delivered 319,000 Laptops on wheels. He needs 181,000... My money on Elon making it 500,000 this Q",0.25,-0.25,Negative
2020-09-29 22:59:00,8 days , Lithium hasn't been produced from clay in commercial quantities before. Mining Analysts say Elon Musk's plan won't succeed. Let's backtrack a few years. Electric Vehicles haven't been manufactured in commercial quantities before. Automotive Analysts said Elon Musk's plan wouldn't succeed. Who would you give the benefit of the doubt to?,0.03333333333333333,-0.06666666666666667,Negative
2020-10-03 22:59:00,4 days , man nasdaq is going to tank so bad on monday......,0.6666666666666666,-0.6999999999999998,Negative
2020-10-02 22:59:00,5 days , Hope to see TSLA reach $1000 before the quarter Earring day .,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," if the mkt is up Monday and TSLA still corrects down, that will say something - with record production and all",0.2888888888888889,-0.15555555555555559,Negative
2020-10-03 22:59:00,4 days , I dont get it. They hit record on sale so why in the heck stock drop. And don't tell me is because pur president got sick. That is a lame $%$ reason.,0.8035714285714286,-0.6071428571428572,Negative
2020-10-03 22:59:00,4 days , going up on monday or not?,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," Im surprised about the number of TSLA/Musk loyal followers. These folks have attributes considered cultish by many reasonable people in the investment community. Whereas I fully expect to see EVs to gain increasing market share, I expect that increased market share to be distributed over a vastly increased number of EV market participants, I.e., nearly all the legacy have EVs either in production or nearing the production stage.",0.7055555555555556,0.20555555555555557,Positive
2020-10-03 22:59:00,4 days , 139k delivered! Crushed estimates!,0.1,-0.125,Negative
2020-10-03 22:59:00,4 days , Trumps gonna loser election based on this latest dumb move of his. Vote Biden.,0.7,0.0625,Positive
2020-10-03 22:59:00,4 days , All you Trump haters are sad! You all truly dont understand the greatness of America and the freedoms you take for granted. Sad sad sad.,1.0,-0.53125,Negative
2020-10-03 22:59:00,4 days , Hang in there. Everyone vote. 31 days to end one of our nightmares!,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," by the end of 2020 TSLA is above 500/shares and it will stay above it happen last time ,will happen again. it's a good long term investment.",0.2533333333333333,0.12999999999999998,Positive
2020-10-03 22:59:00,4 days , I'm told this is going to at least hit $320,0.4,-0.3,Negative
2020-10-03 22:59:00,4 days , Do the research... Leaders around the world have more respect for America under Trumps leadership (unless you listen to fake news). Thank you president Trump.,0.75,0.0,Neutral
2020-10-03 22:59:00,4 days ," There was a good post about the recall of the Polestar 2 (all of them have to be recalled for a computer issue), and that is bad, but the (multiple) reports of Tesla's wishbone suspension failing is far more scary. Apparently the latest failure happened at 200km/h on the Autobahn.",0.5907407407407407,0.03703703703703705,Positive
2020-10-03 22:59:00,4 days , Trump orders the U.S. to step up REAR EARTH MINING. This material plays a very important role in military weapons and the search for it was totally neglected while Obama was in office. Research it. TRUMP/2020/GO TESLA.,0.6166666666666667,0.14,Positive
2020-10-03 22:59:00,4 days ," Does the stock market lose 10%, 20%, when Pence becomes Acting President?",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Dont be like Ken who is confused by fake news. Watch FOX to get to the truth. TESLA STRONG/TRUMP2020.,0.85,-0.45,Negative
2020-10-03 22:59:00,4 days , Wallstreet still struggles with tsla. Nkla goes up with zero production. Lol. 3rd gre rev for tsla can make this go back to 470. October 22nd ?,0.2333333333333333,0.26666666666666666,Positive
2020-10-03 22:59:00,4 days ," Tesla spent about $1.4 billion on R&D in 2019. I would expect that number will be closer to $2 billion this year. But for those who are interested in the R&D budgets of car companies, here is a chart from Statista with the sobering reality of how that $2 billion stacks up.",0.3,0.075,Positive
2020-10-03 22:59:00,4 days , Pray for poor deceived Trump haters. If they could get past all of the fake news they would know all that Trump has done to help strengthen America.,0.6166666666666667,-0.3833333333333333,Negative
2020-10-03 22:59:00,4 days , A medical report said those over age of 70 infected with Covid 19 they would have cloudy mind for at least 6 months. They are confused.,0.3666666666666667,-0.2333333333333333,Negative
2020-10-03 22:59:00,4 days ," Over the past 6 months, TSLA had a 96.2% chance of making a 1% gain or more within 5 days, if you bought at the Friday closing price. Average return is 13.1%. This is my analysis if you want to check it out: ",0.3833333333333333,0.03333333333333333,Positive
2020-10-03 22:59:00,4 days , Any thoughts on whether Ilika would be a good battery company for Tesla to collaborate with?,0.6000000000000001,0.7,Positive
2020-10-02 22:59:00,5 days , Trump told us Hydroxychloroquine is very good so why don't they give it to him?,0.7800000000000001,0.9099999999999999,Positive
2020-10-03 22:59:00,4 days , GOD BLESS AMERICA,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Mark Watch what you say lm muting you President Trump will get Better soonHis health will be STRONGER,0.5,0.5,Positive
2020-10-03 22:59:00,4 days , Bloomberg $100 million in Florida. Great thing to pop the orange fat clown,0.75,0.8,Positive
2020-10-03 22:59:00,4 days , Glad Im not long any stocks. You longs a freaking out & You know it & I know your fricked,0.7,0.2625,Positive
2020-10-03 22:59:00,4 days , i am trap with tsla... will it recover on momday ?,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , TESLA STRONG AND LONG/TRUMP2020.,0.7333333333333333,0.4333333333333333,Positive
2020-10-03 22:59:00,4 days , How do we sanitize the white house for the next President ?,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , A must read:- ,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Clean energy group NextEra surpasses ExxonMobil in market cap,0.7000000000000001,0.3666666666666667,Positive
2020-10-03 22:59:00,4 days , Total scam to crash and burn like all others.,0.75,0.0,Neutral
2020-10-03 22:59:00,4 days , Reply With Monday predictions,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , A belief is a coverup for doubt and uncertainty.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , TSLA is going UP on Monday for their progress innovation.,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , Markets don't look good,0.6000000000000001,0.7,Positive
2020-10-02 22:59:00,5 days , I don't think its going to have so much effect. It probably will recover pretty fast.,0.6,0.21666666666666667,Positive
2020-09-29 22:59:00,8 days ," Elon didnt say the stock is a bit high but will be worth more in 5 years, thats a miss quote - The real Elon Quote  ""I think some critical mass of the market has concluded that Tesla will win, I guess. I mean, I've gone on record already as saying I think the stock price is a bit high. That was well before its current level. But if you also ask me, do I think Tesla will be worth more than this in five years? I think the answer is, yes.""",0.44249999999999995,0.23704545454545453,Positive
2020-10-03 22:59:00,4 days , TRUMP WILL COME OUT SWINGING TOMORROW!!! THEN USE THIS CORONA $%$ TO HIS ADVANTAGE AND WIN THE ELECTION. 2 TERMS ?? MEANWHILE TESLA WILL BE $700 EOY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.4,1.0,Positive
2020-10-03 22:59:00,4 days , TRUMP WILL BE COMING OUT SWINGING TOMORROW. THEN USE THIS CORONA ISH TO BENEFIT HIM AND HIS CAMPAIGN TAKE THE PRESIDENCY 2 TERMS MEANWHILE TESLA HITS $700 EOY,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Walter Reed is congested with the Clown and his people. Now we need the DC post office building,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Linin said those (protesters and rioters) that force change to socialism/communism are useful idiots. Dont be a useful idiot.,0.4,-0.25,Negative
2020-10-03 22:59:00,4 days ," You can say what you want, we are witnessing a paradigm change in perception of the masses of the fact, that $NIO is the revolution everybody has searched for while betting on scams like $TSLA or $NKLA",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , trump won't save tesla come Monday,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , THE PRESIDENT HAD 10 doctors checking him out.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , ,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Yesterday there was an interesting post about Tesla entering the Indian market. This is exciting news to be sure.,0.7296296296296297,0.43333333333333335,Positive
2020-10-02 22:59:00,5 days ," Telsa messed up today because of trump, Who cares if he got the virus.",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , ,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , So the Clown was infected on Tuesday. Yet he continued to spread the virus to the American people until Friday morning. Vote him out,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," this company has the most unintelligent investors i ever seen in my life, the only thing driving the price of this piece of junk up is fomo, collective hysteria, madness and an army of fanatics.",0.8166666666666668,-0.04999999999999997,Negative
2020-10-03 22:59:00,4 days , OMG!!!!!!!!!!!!!!! HOPE HICKS IS NOW ON LIFE SUPPORT!!!!,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Save and invest > I love you,0.6,0.5,Positive
2020-10-03 22:59:00,4 days , Vote Biden Harris. Trump mentally ill. Will resign from office.,1.0,-0.5,Negative
2020-10-03 22:59:00,4 days , A must read ,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," here come the pumpers , will see where there at monday",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Now the Clown understand the importance of Oxygen and clean air,0.7000000000000001,0.3666666666666667,Positive
2020-10-03 22:59:00,4 days ," Biden == ((( As many as 80 million Americans have been infected with H1N1 swine flu, up to 16,000 have been killed and more than 360,000 hospitalized, the U.S. Centers for Disease Control and Prevention said on Friday. Men enter the Arlington Convention Center to receive their H1N1 flu vaccinations in Arlington, Texas November 24, 2009. )))",0.42000000000000004,-0.010000000000000004,Negative
2020-10-03 22:59:00,4 days , Lets TSLA cross $500 this week! Slowly world acknowledge n having a conference TSLA the only EV manufacturing....,0.4666666666666666,-0.10000000000000002,Negative
2020-10-03 22:59:00,4 days , ((( Uber Teams With GM To Get Access To More Affordable EVs )),0.5,0.5,Positive
2020-10-03 22:59:00,4 days ," Trump improving, no fever,no oxygen, will be discharged after the Remdesivir IV protocol is complete",0.4,0.1,Positive
2020-10-03 22:59:00,4 days , TRUMP IS NOT FINE....he caught the TRUMP VIRUS From foolish behavior and now the next phase of the virus comes of inflammation - so docs to watch that closely. He is receiving high level care that he wants to take away from others and has not provided to the citizenry...a total fraud. What's wrong with you people!! Look at foolish Niels post - what a scam response... Boolean,0.458,-0.08425,Negative
2020-10-03 22:59:00,4 days , Yes i told you about Cliffs/CLF....I hold a lot of it and it will be a major winner in the rebuild....Infrastructure rebuild is the best way to grow America and will enrich a broad swath of workers and it is needed as everyone agrees the country is OLD and needs to be refurbished and modernized....both right and left agree and is crazy that Donald did nothing in that regard.....the BUILDER ..yah right..we payed for the tiny amount of Wall he promised...we paid for the tariffs...I mean come on kids get on board the Boolean Train we are going to MAKE AMERICA GREAT AGAIN. Boolean,0.4685714285714285,0.1398214285714286,Positive
2020-10-03 22:59:00,4 days ," Lessee,... for tesla to meet a 500,000 year goal this year (something it is still struggling to do even with 2 fully operation plants) it would need to deliver over 180,000 vehicles in Q4.",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," The president is fine, this will fly to $480 monday AH",0.7,0.6083333333333334,Positive
2020-10-03 22:59:00,4 days , Musk said: India for sure in 2021.,0.8888888888888888,0.5,Positive
2020-10-03 22:59:00,4 days , TRUMP lead.....MISLEAD BY BLUSTER AND ILLUSION ...and now we see the disastrous results of following such a mirage....NOW BIDEN/HARRIS will take America back to the TOP....where we belong and most of the free world wants us to be. JOIN NOW and reward yourself on the way with infrastructure equity investments. Boolean,0.4,0.057142857142857155,Positive
2020-10-03 22:59:00,4 days , Can they provide all this treatment to the average hardworking American person ?,0.19999999999999998,-0.075,Negative
2020-10-03 22:59:00,4 days , I think new support is $407.00 Thanks to cathi/Walmart/139k,0.32727272727272727,0.16818181818181818,Positive
2020-10-03 22:59:00,4 days , Trump will be fine Tesla will dominate the world. Have a good weekend hos,0.55,0.5583333333333333,Positive
2020-10-03 22:59:00,4 days ," So, at yesterday's close, a relevant summary:",0.9,0.4,Positive
2020-10-03 22:59:00,4 days ," Trumps progress just updated. President Trump is doing very well. He is not on oxygen, not having any breathing difficulties, all other system tests were normal, and he is walking around in good spirits. SpO2 is 96% walking around on room air. Fever-free for at least 24 hours. Assuming continued excellent progress Monday will be good for Tesla.",0.5607142857142857,0.3321428571428572,Positive
2020-10-03 22:59:00,4 days , The proof that valutation of tesla is obscene and ridiculous hight is that the stupid comments from fans is wrote from nickname that 90% speak just about tsla ...they are not investors but newbies without portfolio mixed ...they have all in tsla and this is super stupid,0.7833333333333333,-0.32,Negative
2020-10-03 22:59:00,4 days , When shorts think TSLA will continue to go down after good delivery numbers,0.44444444444444453,0.2722222222222222,Positive
2020-10-03 22:59:00,4 days ," Trump has a "" change of heart"" . He is "" born again "" He is ordering lots and lots of Teslas for the white house because the car does not pollute the air",0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , Wonder how much institutional selling of stocks today while CNBC was pumping.,0.2,0.2,Positive
2020-10-03 22:59:00,4 days , ,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Watch EARLY NEXT WEEK and follow infrastructure plays....like the ones I told you about - CLF/CMI/CAT/ and many others.... the expected transition to these plays may be picking up steam out of tech and into INFRASTRUCTURE. Investment in infrastructure will be paid back handsomely not like the foolish tax cuts to the wealthy that all studies showed were a short term boost and back to zero yet enriching the rich...... facts work. Boolean,0.425,0.1125,Positive
2020-10-03 22:59:00,4 days ," TESLA IS THE FUTURE... except if the radical left comes to power and more lockdowns are on the horizon, this country will simply collapse to socialism, the future will come crashing down so fast your head will spin, including demand for expensive vehicles. We'll all be locked in our homes permanently, jobless, on $1,200 checks every 6 weeks (hope that's enough for you) and waiting for that ""renewable energy socialist utopia"" that's always just ""hours away... right around the corner""",0.37317460317460316,0.03301587301587302,Positive
2020-10-03 22:59:00,4 days , BIDEN/HARRIS = INFRASTRUCTURE REBULD.....huge economic stimulus and REAL JOBS WITH REAL MONEY FOR REAL PEOPLE......JOIN THE EXODUS TO THE LEFT FOR THE BEST AMERICA EVER. Boolean,0.23333333333333336,0.3,Positive
2020-10-03 22:59:00,4 days , The millennial investors only know Tesla that's the reason robin hood's only buy this trash.,1.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," Like Steve Jobs who revolutionized the smart ohone industry, Elon Musk is revolutionizing the EV and energy storage industries.",0.6428571428571429,0.21428571428571427,Positive
2020-10-03 22:59:00,4 days , TSLA will need to pay trillions to upgrade the electrical grid for GAVIN TO meet his 2035 all electric Car goal. Taxpayers don't want to pay it and I don't think investors will either.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," Musk says he will not take a COVID-19 vaccine, even if studies show it to be 100% effective and safe.",0.65,0.55,Positive
2020-10-03 22:59:00,4 days , Look at the huge flip to INFRASTRUCTURE STOCKS just like I told you - many up huge on Friday. With Biden going in and the left winning the Senate and keeping the house AMERICA and the world will see massive infrastructure rebuild that TRUMP DID NOT DO - A TOTAL FAILURE - decided to just give tax cuts to the rich....Just do some DD like CMI and CAT that I told you about before... BIDEN WILL REBUILD AMERICA -- AMERICA WILL LEAD THE WORLD AGAIN. Boolean,0.6375,0.1854166666666667,Positive
2020-10-03 22:59:00,4 days , DOOR HANDLE DAY COMING UP!! BUY NOW,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , You would at least figure Tesla would cover these safety expenses for the owner. Hope it's not a widespread issue recall,0.4,-0.3,Negative
2020-10-03 22:59:00,4 days , ONE PHONE CALL TO JOHNSON AND JOHNSON OR MODERNA AND TRUMP WILL BE BACK AT THE WHITE HOUSE IN A WEEK TOPS.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," TESLA could well pull back to mid 200 level....TRUMP and the right will be losing the Presidency, SENATE and HOUSE will stay Democrat. Trump has effectively pushed the Democrats into office due to their callous, destructive and pompous actions of disaster. Boolean",0.38511904761904764,0.026785714285714284,Positive
2020-10-03 22:59:00,4 days ," Election impact, employment numbers, economic indicators",0.2,0.2,Positive
2020-10-03 22:59:00,4 days ," Watch the Chinese will attacks American military and neighboring countries in SouthEast China Sea while Trump is sick, Trump is the true peace keeper in that region.",0.32142857142857145,-0.09285714285714286,Negative
2020-10-03 22:59:00,4 days , Competition is not sitting quiet. Many more brands on the works,0.4444444444444444,0.3333333333333333,Positive
2020-10-03 22:59:00,4 days , Needs to pullback to 200$,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Why the drop with great delivery report???,0.75,0.8,Positive
2020-10-03 22:59:00,4 days ," People here doubting production. Tsla had 139,000 deliveries with shut downs. 2021 India plant starts and Texas will be active. If you believe tsla will be $200 please contact me and I will give you $250/ share right now. Let's see margin numbers in October.",0.5678571428571428,0.07619047619047618,Positive
2020-10-03 22:59:00,4 days , Only if Donald hadnt caught covid we couldve seen 470+ on Friday with those deliveries following on a from a great run the day before! Only if!,0.7125,0.25,Positive
2020-10-03 22:59:00,4 days ," Wow... With Factory's in America, China, and Now in Germany...Reporting Blown away Sales Expections in the 3rd QTR, Unveiling New No Tag Battery Tech allowing them to produce a $25k vehicle with, with their ""Global"" Hand Print on AI, EV, Battery, Solar, and Space Sectors ...People are actually saying Tesla Stock is ""OverValued"" at $415 with a Straight Face?  No My Friends This Stock is ON SALE at $415!! Hope You Took advantage ... Good Luck On This One ""Shorts"" and ""RobinHood"" Newbies... You'll Learn",0.36493506493506495,0.1784090909090909,Positive
2020-10-03 22:59:00,4 days ," Tesla needs to start making entry level cars. Tesla 2 would increase sales. Tesla 2 needs to be priced under $27,000 before incentives.",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , MARGIN BUYERS ACCOUNTS WILL BE EVAPORATED THIS MONTH,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , It's coming close to the end of the second day of October in Norway . . . Tesla has sold 10 EVs in 2 days in that tiny market. Volkswagen (all brands) has sold 247; Polestar has sold 41; Hyundai (all brands) - 68; BMW - 36.,0.25,0.0,Neutral
2020-10-01 22:59:00,6 days , My guess is a record deliveries of 112.5K cars in Q3 and 401K for 2020.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Hope the super spreader didnt get the new president sick,0.6594516594516594,-0.08152958152958155,Negative
2020-10-03 22:59:00,4 days , $TSLA in the 2020's appears to be a lot like the Internet stocks of the 1990's. Check the history on the premeire internet growth darling CSCO,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , TESLA will have ZERO sales by 2030 in China - Morgan Stanley Analyst. I say fall will begin from Q4 2020 or Q1 2021. NIO shines brighter than German brands at Beijing Auto Show. You connect the dots. $tsla $nkla $li $xpeng,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , Is it good to buy Tesla now? Or should I wait for further drop ?,0.55,0.35,Positive
2020-10-03 22:59:00,4 days , The really disturbing thing about the delivery numbers is that at least a good 30-50k went to sham holding/leasing companies..... wonder how theyre gonna paper over the holes in 2021. Gonna take a lot more money printing.,0.52,0.03999999999999998,Positive
2020-10-03 22:59:00,4 days , I feel like a Tesla is like the company from Gung Ho where theyre just obsessed with the number of cars delivered regardless of quality.,1.0,-0.5,Negative
2020-10-03 22:59:00,4 days , TRUMP WILL COME BACK SWINGING!!!! HE WILL THEN USE THIS CORONA TO HIS ADVANTAGE. WE WILL,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," President Donald Trump has received an experimental drug following his diagnosis of Covid-19, the White House said Friday.",0.16666666666666666,0.03333333333333333,Positive
2020-10-03 22:59:00,4 days , Forceasted to drop to $320? Morgan Stanley target price $272.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , ,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," I sold it at $448 and brought back at 416, will repeat on Monday ",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , I didn't want to wear a mask and make people panic....Now Walter Reed is congested,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," This week (and month) is going to be full of headlines regarding President Trumps health, the US elections, Brexit, and US fiscal stimulus. This is likely to stir up some volatility as we begin the first full trading week of the Q4!",0.6083333333333334,0.259375,Positive
2020-10-03 22:59:00,4 days , Im in at 320.. can it get there?,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , S & X units peaked long ago. M3 peak pending.,0.4,-0.05,Negative
2020-10-03 22:59:00,4 days , Since June 2016 XOM started it is descending journey from $94 / share all the way to $69 when the Covid it and brought it to just $32 / share...Sane people understand.....but others think it is cheap and should invest more in it.,0.6,0.45,Positive
2020-10-03 22:59:00,4 days , Republicans for Tesla is the most confused and implausible ideology Ive seen in my life time. You literally have to abandon any pretense of logical throughput to force that marriage.,0.48333333333333334,0.11666666666666665,Positive
2020-10-03 22:59:00,4 days , Elon.gov,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," So tesla has two fooly operatonal plants and they only delivered 139,000 worldwide?",1.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Probably will swing upwards and Monday!!,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Hey what is the next insane news to expect?,0.5,-0.5,Negative
2020-08-07 22:59:00,61 days , who is ready for the next round?,0.3,0.0,Neutral
2020-10-03 22:59:00,4 days , Tesla is the biggest most overhyped trash out there. Musk is a snake oi salesman,0.5,0.5,Positive
2020-10-03 22:59:00,4 days ," Easy beat 180000 deliveries because it is christmas! Q3 will rock, higher profit than ever",0.6666666666666667,0.39583333333333337,Positive
2020-10-03 22:59:00,4 days , TSLA is good for day traders,0.6000000000000001,0.7,Positive
2020-10-03 22:59:00,4 days , Tesla will thrive.,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days ," I sold at $440 and buy back at $418, hope nect week it will go up to $440 so I can sell it again.",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Wouldnt want to be holding this stock or any other - reports say trump is having breathing difficulties,0.375,-0.125,Negative
2020-10-03 22:59:00,4 days , What is next to hype? Super Q3 numbers?,0.3333333333333333,0.16666666666666666,Positive
2020-10-03 22:59:00,4 days ," 1 word ""Tulip-Mania""!",0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , The best-selling vehicle in Denmark in September - Tesla 3,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , For sure pre market on moday will sky rocket back to 500. Thx for cheap shares!,0.5296296296296296,0.3333333333333333,Positive
2020-10-03 22:59:00,4 days , $%$ battery day... Q3 report day...,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , The death of the Trump Cult is upon us. God Bless America!,0.0,0.0,Neutral
2020-10-03 22:59:00,4 days , Bloody Monday for all stocks,0.9,-0.8,Negative
2020-10-02 22:59:00,5 days ," Donald Trumps victory over Hillary Clinton was one of the biggest political upsets in modern history. He accomplished what NOBODY thought was possible, and it seems the left is still trying to get back at Trump for beating them at their own game. History will repeat itself on November 3rd",0.36666666666666664,0.06666666666666667,Positive
2020-10-03 22:59:00,4 days , Short this garbage real value 30$ pre split,0.30000000000000004,0.1,Positive
2020-10-03 22:59:00,4 days , Jesus,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , buy the dip,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days , Haters gonna hate. Im up 850% so have a nice day shorty. Enjoy your 5% lol! Make sure you cover tho cus this ish is going waaay higher before you know it.,0.7481481481481481,0.325,Positive
2020-10-03 22:59:00,4 days ," After all the latest news regarding battery day and car delivery, if tesla hasn't moved up as a result it won't move up just like that. people here are like the guys on Nikola's board 2 weeks ago dreaming of it reaching back above $500. I mean tesla is NO SCAM but it is way overvalued and will not climb up or crash down but instead trade sideways and take a slow downward incline for the next few month. you guys better have this then getting it straight to $280 but the truth is that it is heading there so come on, go out there and find yourself a cheap stock in invest like NIO. you can hold a lot more shares than Tesla for a cheaper price and in a few years it will make you a lot richer or you can start to invest in tesla now whilst it is falling down. your choice, Me, I am watching on the sidelines and will put some cash when this stock has reached it's TRUE current value and I will then invest. Patience is all you need when you invest, not greed ",0.37595486111111115,0.07039930555555556,Positive
2020-10-02 22:59:00,5 days ," 139k cars in one quarter. Those numbers are a joke and that's why the sp is crashing. The major car companies would be selling over 2 million vehicles each in a quarter. With a market of 1 million dollars per car sold and a pe of over 1000 tesla is a balloon, massively overblown and floating over a bonfire.",0.75,0.03125,Positive
2020-10-03 22:59:00,4 days ," You know the us gov really need to think of how many of their agent china has sent in US soil like places in california into us corps, and gov agencies. This is huge have a huge army of China gov agents working for China in US . I always considered about that huge impact and thread to the us gov and us companies. Many of China gov owned companies operated by them here in California cities and other us cities. Time for a full clean up by Trump administration to take care of that huge issues that most Americans can not see . Pretty soon Tesla won't sell an EV in China because all Tesla Corp being stolen by China agents here working in US then make Chinese EV companies in China all applies to all things in us.",0.6096153846153847,0.3185897435897437,Positive
2020-10-03 22:59:00,4 days , Black Monday coming up! Hope you all prepared!,0.43333333333333335,-0.26041666666666663,Negative
2020-10-03 22:59:00,4 days , Massive order of Semi!,1.0,0.0,Neutral
2020-10-03 22:59:00,4 days , I think that Tesla threat bettery company to make prime capacity,0.0,0.0,Neutral
2020-09-30 22:59:00,7 days , Republicans and the clown think social security and Medicare is entitlement and want to stop it. But it is not because we pay into it.,0.06666666666666667,0.03333333333333333,Positive
2020-10-03 22:59:00,4 days , FOX Propaganda with Trump will destroy there ratings soon. God Bless America. Please keep us safe from Fox Propaganda & Satanic Trump Administration...,0.175,0.024999999999999988,Positive
2020-10-02 22:59:00,5 days ," Why are Americans so confused about Covid-19? Blame Trump, Cornell study says",0.7,-0.4,Negative
2020-10-01 22:59:00,6 days ," Trump goes positive, and here goes the market, brace for today",0.5454545454545454,0.22727272727272727,Positive
2020-10-03 22:59:00,4 days , Just face it unless Trump is lying about having the virus. We DEMS are voting full force .,0.55,0.35,Positive
2020-09-07 22:59:00,30 days," We all know Tesla is growing...thats not the problem. The company is good....the stock is horrible. Irrational exuberance all the way from 250 into a massive bubble...this downward spiral has been orderly. Not much panic, but that will change when it can't hold 350. At that moment...cash in and run away. I know many won't like what they are reading here, but stocks like $ZM and Tesla are only starting their respective declines. These big corrections out of bubbles take a few weeks. Keep your powder dry. Don't get sucked in.",0.4699999999999999,-0.08666666666666667,Negative
2020-10-02 22:59:00,5 days , glad I sold at $420 Lol $TSLA lucky ,0.8444444444444444,0.5444444444444444,Positive
2020-10-02 22:59:00,5 days , Either President Trumps physicians are being extremely proactive or the Presidents condition is worse than we are being informed.,0.8,-0.2625,Negative
2020-10-03 22:59:00,4 days , Cornell Research Study,0.0,0.0,Neutral
2020-09-29 22:59:00,8 days ," Buy the ""dip."" Save 1% on a stock marked up by over 200%",0.6,0.1,Positive
2020-10-02 22:59:00,5 days , NUMBERS DON'T MATTER HERE..... IT'S A GOVERNMENT MADE COMPANY. TRUMP HAS A CONNECTION TO TESLA AND WE WILL ALL FIND OUT WHAT THAT MEANS DURING HIS SECOND TERM. THAT'S RIGHT,0.26785714285714285,0.14285714285714285,Positive
2020-10-02 22:59:00,5 days , Unrestricted Warfare: Chinas Master Plan to Destroy America,0.0,-0.2,Negative
2020-10-02 22:59:00,5 days , Excellent update from Cathie Wood:,1.0,1.0,Positive
2020-10-02 22:59:00,5 days , I looked over the menu on line at Walter Reed. They had one item that sounded interesting: Bat Eyeball Soup. Trump will like that. Soothing.,0.5,0.5,Positive
2020-10-03 22:59:00,4 days , Another Satanic man bites the dust,0.0,0.0,Neutral
2020-10-02 22:59:00,5 days ," President Trump has received Regeneron, a monoclonal antibody still in clinical trials. He has also been started on Remdesivir therapy at Walter Reed. The clinical protocol to initiate Remdesivir therapy usually requires the patient to have diminished blood oxygen levels the result of onset of COVID pneumonia. Remdesivir therapy requires a 5 day dosing cycle.",0.25,-0.25,Negative
