,Date,Text
138,2020-09-14T16:43:15Z,"Commodities are the essential products that we all use in our day-to-day lives. While production is a local affair, consumption is ubiquitous. Commodities come from parts of the world where the earth… [+8315 chars]"
139,2020-09-14T16:29:38Z,"Navistar's (NAV) story over the last two decades has been a difficult one, with the company losing significant share in its core medium-duty and heavy-duty truck markets and suffering repeated hits t… [+10470 chars]"
140,2020-09-14T16:10:36Z,Shares of electric and hydrogen-electric semi maker Nikola Corp. (NASDAQ: NKLA) dropped by 24% last week following a scathing report from short seller Hindenburg Research. The company put out a brief… [+3127 chars]
141,2020-09-14T15:58:51Z,"Winds of change are sweeping through the global automotive industry, forcing General Motors Co. (GM) and others to find partners with whom to share technology and capital costs in order to sustain pr… [+6013 chars]"
142,2020-09-14T15:56:45Z,"With the S&amp;P 500 recently hitting all-time highs, many investors are looking to lower risk in their portfolios. They should start by eliminating extremely risky holdings. As we covered recently, … [+21994 chars]"
143,2020-09-14T15:00:00Z,We first warned investors about Ubers unrealistic valuation before its IPO in April 2019: Ubers IPO Valuation Makes No Sense. After an underwhelming IPO and its firsts earnings report as a public com… [+23013 chars]
144,2020-09-14T14:34:06Z,"When Tesla Inc (NASDAQ: TSLA) introduced the mass market Model Y, a vehicle with 70% similarity to the already popular Model 3, several design improvements and changes came with the new model.
Two o… [+987 chars]"
145,2020-09-14T13:31:00Z,"NEW YORK, Sept. 14, 2020 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for IMMU, ORCL, VIR, UAL, and TSLA.
Click a link below then choose between in-depth options trade idea re… [+562 chars]"
146,2020-09-14T13:22:02Z,"Getty Images
Getty Images
Key Takeaways:
<ul><li>M&amp;A news appears to be giving market a positive tone early on</li><li>Oracle 
 ORCL
 shares blast higher on news reports of TikTok partnershi… [+11031 chars]"
147,2020-09-14T12:53:04Z,"Companies that start raising money because they can on a repetitive basis tend to lose the loyalty of investors involved, said Irwin. I think theyre savvy enough to know that and I just dont expect a… [+1139 chars]"
148,2020-09-14T11:28:47Z,Last week I posted a video highlighting 6 attractively valued tech stocks in the dividend growth space that I think income-oriented investors should consider amidst the tech wreck. This is the writte… [+28325 chars]
149,2020-09-14T10:52:52Z,Being in tune with current technological developments means being aware of the potential transformational consequences of disruptive technologies in our society. One of the most disruptive technologi… [+9352 chars]
150,2020-09-14T10:30:00Z,"For my regular readers, today's piece is very different than anything that I have written both in terms of approach and thought process. Generally speaking, I am a value investor that spends most of … [+10467 chars]"
151,2020-09-14T09:33:31Z,"Tesla Inc (NASDAQ: TSLA) CEO Elon Musk said over the weekend that Microsoft Inc (NASDAQ: MSFT) co-founder Bill Gates is clueless about electric trucks.
What Happened: Musk was responding to a Twitte… [+1036 chars]"
152,2020-09-14T02:21:00Z,"Dow Jones futures rose solidly Sunday night, along with S&amp;P 500 futures and Nasdaq futures, amid several big merger deals and coronavirus vaccine news. The stock market rally is still in force, b… [+9615 chars]"
153,2020-09-14T01:39:10Z,"Source
Great investing is not simply about selecting the right investment ideas. The main factor in the success of your investing journey is about avoiding common behavioral mistakes that we all mak… [+21395 chars]"
155,2020-09-13T22:24:09Z,"The S&amp;P/ASX 200 Index (ASX: XJO) has just notched up its fourth week in a row in the red, giving investors another hefty 1.1% loss for the week. It caps off a wild and furious month, which has se… [+6360 chars]"
156,2020-09-13T18:12:39Z,"Management at Tesla (NASDAQ:TSLA) has constantly reiterated that energy storage is targeted to be 50% of company revenue. As my recent article detailed, this was most recently restated at the Q2 earn… [+20858 chars]"
157,2020-09-13T18:07:22Z,"Every week theres usually at least one article in CoinDesk, a blurb in a newsletter and several charts in the Twittersphere about bitcoins correlation with something or other.
This week, we were tol… [+13403 chars]"
158,2020-09-13T18:07:22Z,"Every week theres usually at least one article in CoinDesk, a blurb in a newsletter and several charts in the Twittersphere about bitcoins correlation with something or other.
This week, we were tol… [+13602 chars]"
159,2020-09-13T15:56:27Z,"Note: I have written about Scottish Mortgage previously, investors should see this as an update to my earlier article on the company.
The meteoric rise in the Tesla (TSLA) share price over the last … [+9923 chars]"
160,2020-09-13T15:20:19Z,"Shareholders of Tesla Inc. (NASDAQ: TSLA) approved a compensation plan for CEO Elon Musk back in 2018 that may complicate future inclusion in the S&amp;P 500.
What Happened: The Wall Street Journal … [+2116 chars]"
161,2020-09-13T14:40:46Z,"Introduction - following a tried and true playbook
Not following its usual practice, UPS (UPS) appointed a board member as CEO as of June 1: Carol Tome, the long-serving CFO of Home Depot (HD). This… [+12199 chars]"
163,2020-09-13T08:43:54Z,"Tesla (TSLA) is in talks with Canadian miner Giga Metals about helping to develop a large mine that would provide it with low carbon nickel access for its batteries, Reuters reports, citing three sou… [+2478 chars]"
164,2020-09-13T01:40:12Z,"The roller coaster ride on equity markets is enough to send your head spinning with many investors questioning if this is the end of the bull market.
The sharp fall in the share prices of tech darli… [+3927 chars]"
165,2020-09-16T20:13:58Z,"Tesla 
 TSLA
 is preparing for a big event next week. On September 22, at 4:30 pm eastern, Tesla will live stream its Battery Day in conjunction with its annual meeting. Car and Driver expects that… [+4205 chars]"
166,2020-09-16T17:45:49Z,Insiders lining up to sell Nikola Corporation (NKLA) long before the company produced a production truck was a major red flag. The major opportunity in battery-electric vehicles and hydrogen fuel cel… [+7808 chars]
168,2020-09-16T17:10:21Z,NextEra Energy Inc (NYSE: NEE) shares traded lower by 5% on Wednesday after the company followed up its Monday announcement of a four-to-one stock split by announcing an equity offering on Tuesday af… [+2323 chars]
169,2020-09-16T16:53:26Z,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.
170,2020-09-16T16:11:00Z,"The Dow Jones Industrial Average rallied more than 200 points ahead of the Federal Reserve's policy decision Wednesday. Dow Jones leader Apple fell nearly 2%, while Tesla briefly tumbled over 3%. Tes… [+8414 chars]"
171,2020-09-16T15:40:52Z,"Im looking forward to Battery Day. But not for the same reasons most people are.
I am, at best, only mildly interested in what Tesla (TSLA) will claim as advancements on the battery front. The quest… [+10010 chars]"
172,2020-09-16T14:49:49Z,"THE ROYAL OAK, STAFFORDSHIRE Are they going to the Bermuda Triangle?
Bitchcraft, a (presumably) pseudonymous Twitter user in Brazil, asks a fair question. With a chart like this, you have to wonder … [+7186 chars]"
173,2020-09-16T14:35:00Z,"NEW YORK, Sept. 16, 2020 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for ALXN, NFLX, XPO, SQ, and TSLA.
Click a link below then choose between in-depth options trade idea rep… [+561 chars]"
174,2020-09-16T14:33:40Z,"There have been a number of questions raised about General Motors' (GM) recent deal with Nikola (NKLA), especially in light of the short report issued by Hindenburg. I don't have a view on the accura… [+7315 chars]"
175,2020-09-16T14:13:53Z,Tesla (NASDAQ: TSLA) has received a series of increased price targets from Wall Street firms this morning. The price target boosts were both based on the possibilities that could come from Tesla’s up… [+2769 chars]
176,2020-09-16T13:07:00Z,"Stock futures gained ground Wednesday, despite disappointing August retail sales data, as the market looked toward an afternoon Fed policy announcement. Earnings news was an early prod, with Adobe an… [+7970 chars]"
177,2020-09-16T12:58:17Z,"The Dow Jones industrials and S&amp;P 500 managed to hang on to gains on Tuesday, and the indexes were all marginally higher on Wednesday. After the longest bull market turned into the fastest bear m… [+3064 chars]"
178,2020-09-16T12:08:27Z,"Shares of Tesla Inc. 
 TSLA, 
 +7.18%
dropped 2.7% in premarket trading Wednesday, to put them on track to snap a 5-day win streak, even as Deutsche Bank analyst Emmanuel Rosner boosted his price … [+1145 chars]"
179,2020-09-16T06:36:48Z,I think 2020 so far is a year that has been defined by finding winners on the stock market. The coronavirus pandemic brought with it a massive acceleration of certain trends in the economy. The share… [+3645 chars]
180,2020-09-16T04:09:00Z,"Dow Jones futures were higher overnight Tuesday, along with S&amp;P 500 futures and Nasdaq 100 futures, after Tuesday's tech-fueled rebound. Dow Jones leaders Apple and Microsoft rallied, while Tesla… [+8843 chars]"
181,2020-09-15T22:30:51Z,"This article was contributed by Lior Gantz of The Wealth Research Group.
Gold is currently trading for JUST UNDER $2,000/ounce and Wall Street firms have issued PRICE TARGETS of $2,500 and $3,000. B… [+2947 chars]"
182,2020-09-15T22:15:16Z,"Growth shares have pummelled value stocks in the past few years.
You just need to look at the successful technology stocks in Australia and overseas as evidence of this:
<ul><li>Even after the pull… [+3545 chars]"
183,2020-09-15T20:43:43Z,"Hindenburg Research, the short seller that successfully beat down Nikola Corporation (NASDAQ: NKLA) share price by 40%, fired more shots at the beleaguered electric truck startup on Tuesday. Nikola r… [+6459 chars]"
184,2020-09-15T20:28:00Z,"The Dow Jones Industrial Average gave up gains and finished flat, while tech advanced, led by Tesla  (TSLA) - Get Report.
The Dow finished up 2 points, or 0.01%, to 27,995, the S&amp;P 500 gained 0.… [+1929 chars]"
185,2020-09-15T19:44:38Z,"Ahead of announcing the Bronco lineup, Ford's (F) early summer rally faded quickly. Ford stock failed to take on the pre-COVID-19 sell-off low of $8.00 in June. Investors plowed their money in Nikola… [+4755 chars]"
186,2020-09-15T19:06:00Z,"NextEra Energy, Inc. (NYSE: NEE) has created some buzz around its stock on the heels of announcing a 4-for-1 stock split. While stock splits do not technically create anything real value in the share… [+5114 chars]"
187,2020-09-15T18:52:44Z,"So far, September has been a wild ride of ups and downs. Following the recent bout of volatility, stocks have ticked higher again. But as uncertainty regarding another rescue program and the presiden… [+9931 chars]"
188,2020-09-15T17:08:34Z,"Japanese High
In 1989, the Japanese Nikkei hit 38,916. It was a time of craziness. The Emperor's palace was valued at equal to all of the real estate in California. Such prices are unsustainable. Th… [+22402 chars]"
189,2020-09-15T16:22:59Z,"getty
After markets bounced back nicely yesterday from a tough past two weeks, markets opened the day yet again pointing to positive gains. There was not one single catalyst causing the rally, howev… [+6791 chars]"
190,2020-09-15T16:12:00Z,"The Dow Jones Industrial Average was off highs midday, but looked on track to extend its gains for a third straight session.
XThe Nasdaq rallied 1.4%, the S&amp;P 500 rose 0.9% and the Dow Jones ind… [+4419 chars]"
191,2020-09-15T16:08:00Z,"The Dow Jones Industrial Average rallied 225 points early Tuesday before trimming gains, looking to add to Monday's strong stock market advance. Dow Jones leader Apple gained 2%, while Tesla jumped 6… [+6742 chars]"
192,2020-09-15T15:19:21Z,"getty
Markets began the day looking to extend yesterdays gains and continue the recovery from the losses of the last two weeks. While there wasnt a single cause for the gains, there is cautious opti… [+8054 chars]"
193,2020-09-15T15:13:58Z,"It's no secret that Tesla (TSLA) is aggressively valued. It has ballooned to more than a $300 billion market cap and neared half a trillion at its highs. It's forward P/E is over 100, more than 10 ti… [+8206 chars]"
194,2020-09-15T15:04:49Z,"Tesla’s stock (TSLA) is rising again today as Goldman Sachs reports that Tesla’s mobile app downloads point to a possible delivery beat in Q3.
The end of the quarter is coming and the market is tryi… [+2244 chars]"
195,2020-09-15T15:02:34Z,"Back in June, Ohio EV startup Lordstown Motors revealed its first electric pickup truck. Lordstown entered the stock market one month ago through the merger with DiamondPeak Holdings Corporation (NAS… [+4230 chars]"
196,2020-09-15T13:55:00Z,"Stocks leapt at the starting bell Tuesday, as the Dow scrambled back above the 28,000 level and the market moved to build on Monday's positive action. Tesla and Nvidia spearheaded the early gains amo… [+8063 chars]"
197,2020-09-15T13:31:00Z,"NEW YORK, Sept. 15, 2020 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for TSLA, ROKU, RIO, NKE, and WM.
Click a link below then choose between in-depth options trade idea repo… [+560 chars]"
198,2020-09-15T12:54:04Z,"BY THE NUMBERS
U.S. stock futures were pointing to further gains at Tuesday's open as the Federal Reserve begins its two-day September meeting. Optimism toward a coronavirus vaccine sparked a broad … [+7607 chars]"
199,2020-09-15T12:41:11Z,"Shares of Tesla Inc. 
 TSLA, 
 +12.58%
surged 4.3% in premarket trading Tuesday, to extend the recent run up that retraced more than half of the bear-market selloff earlier this month. The electri… [+871 chars]"
200,2020-09-15T12:08:17Z,"Check out the companies making headlines before the bell:
Nvidia (NVDA) Shares of the chip stock rose in premarket trading after Needham raised its price target to a Street high of $700 per share fr… [+2356 chars]"
201,2020-09-15T07:32:15Z,"Investment Thesis
The changing economics of energy production (fracking) and energy consumption (EVs), spurred by environmental agitation and electronics technology advances, urges economic solar en… [+7671 chars]"
202,2020-09-15T03:45:30Z,"Keysight Technologies Inc. (KEYS) commercializes electronic design and test solutions for communications, electronics, and aerospace industries. These are the behind-the-scenes technical applications… [+9213 chars]"
203,2020-09-15T00:47:00Z,"The Tesla Inc(NASDAQ: TSLA) share price was an exceptionally strong performer on Wall Street on Monday night.
The electric vehicles company’s shares snapped their losing streak and zoomed a sizeable… [+2335 chars]"
204,2020-09-15T00:23:30Z,"In my piece TSLA: Beauty Happens, I concluded with the comment that if the aesthetic theory of evolution as discussed in Richard Prums book The Evolution of Beauty: How Darwins Forgotten Theory of Ma… [+6532 chars]"
205,2020-09-18T21:26:16Z,"Next week will be a big one for Tesla (TSLA). Alongside its annual shareholder meeting, on Tuesday (September 22) the EV maker will host its highly anticipated Battery Day. The event has been the sou… [+2765 chars]"
206,2020-09-18T21:15:38Z,"Incogmeato by MorningStar Farms aims to win over kids with plant-based chicken nuggets shaped like ... [+] Mickey Mouse. 
Incogmeato by MorningStar Farms
Innovation has fueled the rise in plant-bas… [+5943 chars]"
207,2020-09-18T17:25:31Z,"(Bloomberg) -- Bit by bit, billionaire Ronald O. Perelman is parting with his treasures.His Gulfstream 650 is on the market. So is his 257-foot yacht. Movers hauled crates of art from his Upper East … [+8629 chars]"
208,2020-09-18T16:08:51Z,Chinese electric vehicle manufacturer Nio Inc ADR (NYSE: NIO) said in a Form 6-K filing that it has agreed to redeem an 8.6% equity stake in Nio China for consideration of 511.5 million yuan ($72.5 m… [+1275 chars]
209,2020-09-18T15:57:00Z,"The Dow Jones Industrial Average briefly lost more than 150 points early Friday before cutting losses, while the Nasdaq continued lower after Thursday's stock market sell-off. Dow Jones leader Apple … [+7033 chars]"
210,2020-09-18T15:45:00Z,"Stocks are falling on Friday, although indexes could still eke out small gains for the week,As Barrons reported earlier today, markets are braced for quadruple witching, as both futures and options t… [+1374 chars]"
211,2020-09-18T15:38:29Z,"getty
Markets opened mixed as the indices looked to squeak out their first weekly gain in the last 3 weeks. The Dow opened down 120 points, while the S&amp;P 500 opened .12% higher and the Nasdaq 
… [+6311 chars]"
212,2020-09-18T15:01:46Z,"Here are the latest news items and commentary on current economics news, market trends, stocks, investing opportunities, and the precious metals markets. We also cover hedges, derivatives, and obscur… [+5709 chars]"
213,2020-09-18T14:43:47Z,"Tesla Inc (NASDAQ: TSLA) is seeing strong momentum in the third quarter, according to Wedbush, which raised its price target for the electric vehicle stock this week. 
The Tesla Analyst: Daniel Ives… [+2157 chars]"
214,2020-09-18T13:47:37Z,"Tesla has taken a partial win in its lawsuit against the Gigafactory ‘saboteur’, Martin Tripp, a former employee who Tesla is accusing of “hacking” information and giving it to the media and others.… [+4207 chars]"
215,2020-09-18T13:31:00Z,"NEW YORK, Sept. 18, 2020 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for TSLA, IMAX, NTLA, CCL, and DIS.
Click a link below then choose between in-depth options trade idea re… [+562 chars]"
216,2020-09-18T13:17:07Z,"Stocks were looking for direction on this quadruple witching Friday. For many investors who missed out on the recovery from late in March through September, now is the time to be looking for new idea… [+2939 chars]"
217,2020-09-18T13:00:00Z,"Signage with logo at the Silicon Valley headquarters of computer graphics hardware company Nvidia, ... [+] Santa Clara, California, August 17, 2017. (Photo via Smith Collection/Gado/Getty Images).
G… [+2365 chars]"
218,2020-09-18T12:52:22Z,"U.S. equity markets ended a volatile week on a down note registering losses for the major averages.
The Nasdaq fell over 1% and yet again paced the declines pushing the tech-heavy composite deeper i… [+3804 chars]"
219,2020-09-18T12:33:55Z,"BY THE NUMBERS
U.S. stock futures were pointing to a mixed open Friday on Wall Street, with recently beaten-up tech stocks getting a boost. The Nasdaq on Thursday dropped 1.3% and briefly dipped bac… [+4776 chars]"
220,2020-09-18T12:24:46Z,"Check out the companies making headlines in the premarket Friday:
Home Depot (HD), Lowe's (LOW) An analyst at Oppenheimer downgraded both of the home improvement companies to ""perform"" from ""outperf… [+2540 chars]"
221,2020-09-18T12:17:00Z,"Dow Jones futures edged lower early Friday, while S&amp;P 500 futures and Nasdaq futures rose modestly. The stock market rally suffered significant losses, with the Nasdaq undercutting key support. A… [+8258 chars]"
222,2020-09-18T12:14:53Z,"Shares of Tesla Inc. 
 TSLA, 
 -4.14%
surged 4.4% in premarket trading, extending earlier gains, after Piper Sandler analyst Alex Potter became the second-most bullish on the Street, citing a more… [+1213 chars]"
223,2020-09-18T10:52:31Z,"Just three months ago, I penned an article about Workhorse Group (WKHS) referring to the company as a ""Potential Thoroughbred"". Even at that time, investing in Workhorse came with significant risk. T… [+8233 chars]"
224,2020-09-18T10:42:00Z,"The market still seems to be nursing a post-Federal Reserve hangover, though seemingly because of too little rather than too much liquidity the central bank said it would add to the proverbial punchb… [+6025 chars]"
225,2020-09-18T10:30:40Z,"Shares of Tesla Inc. 
 TSLA, 
 -4.14%
rose 2.2% in premarket trading Friday, bouncing after a 5.9% drop over the past two days, after Wedbush analyst Dan Ives raised his price target to above curr… [+1256 chars]"
226,2020-09-18T08:59:30Z,"Many people see a likening between Tesla Inc (NASDAQ: TSLA) CEO Elon Musk and Apple Inc (NASDAQ: AAPL) co-founder Steve Jobs, but Bill Gates isn't one of them.
What Happened: You wouldn't walk into … [+1636 chars]"
227,2020-09-18T07:55:14Z,"Volkswagen AG (OTC: VWAGY) is spelling out its electric vehicle offensive under which it plans to sell millions of vehicles in multiple world markets, including the United States and China.
What Hap… [+1880 chars]"
228,2020-09-18T01:57:40Z,"My investment focus is on companies that are in the early stages of commercialization and of disrupting an industry. Generally, startups go from product development stage to proof of concept stage, a… [+12509 chars]"
229,2020-09-17T20:58:34Z,"Tesla (NASDAQ: TSLA) shares have spiked almost fivefold this year and have given many the company’s investors a terrific surge in value. However, some investors and managers are kicking themselves fo… [+2289 chars]"
230,2020-09-17T19:21:12Z,"When Tesla Inc. (NASDAQ: TSLA) delivers its first second-generation Roadster next year, the company says the car’s top speed will be over 250 mph. The promised battery range is 620 miles, but who car… [+1393 chars]"
231,2020-09-17T18:27:47Z,"Investing is never truly as simple as it seems - the dynamic is always changing, emotions can get involved, and psychological factors can affect crowd and individual behavior. These psychological and… [+12243 chars]"
233,2020-09-17T17:52:00Z,"A good, old-fashioned investor panic that punished even solid blue-chip stocks led investors to pull money out of hedge funds like crazy earlier this year. But now it appears that the good times are … [+39729 chars]"
234,2020-09-17T16:01:00Z,"Check out the companies making headlines in midday trading. 
Tesla  Shares of the electric automaker shed more than 3% ahead of the company's widely-anticipated Battery Day on Tuesday. ""Our best gue… [+3175 chars]"
235,2020-09-17T14:13:15Z,"Last week's pullback of -8% for the S&amp;P 500 (SPY) and -11% for the Nasdaq 100 (QQQ) has many investors on edge. This week, those two popular indices and many others have essentially flatlined jus… [+15209 chars]"
236,2020-09-17T12:47:33Z,Dow futures were pointing to major declines at Thursday's open after the Labor Department's weekly report showed fewer than expected but persistently high new jobless claims.The Dow Jones Industrial … [+6044 chars]
237,2020-09-17T12:03:00Z,"Between Sep. 9 and 16, the price of Bitcoin (BTC) rose by over 11%. Similarly, in the same period, Tesla stock (TSLA) surged from $330.21 to $449.76, by 36.2%.
Millennials love TSLA stock and Bitcoi… [+3141 chars]"
238,2020-09-17T11:53:00Z,"Check out the companies making headlines before the bell:
Snowflake (SNOW)  Shares of Snowflake dropped more than 6% after the cloud company's shares more than doubled at its market debut on the New… [+2477 chars]"
239,2020-09-17T09:23:00Z,There are several tried-and-true approaches to stock investing. Value investors focus on companies that appear undervalued by the market. Dividend investors look for stocks that reward shareholders w… [+6643 chars]
240,2020-09-17T08:29:34Z,"This article first appeared on Trend Investing on August 17, 2020; therefore all data is as of this date.
It is starting to look like renewable energy and electric vehicles [EVs] will be the two lar… [+10225 chars]"
241,2020-09-17T01:03:02Z,"On Wednesday Pinnacle Investment Management Group Ltd (ASX: PNI) held the third day of its week-long Pinnacle 2020 Virtual Summit.
On Tuesday, fund managers were sharing their views on the small cap… [+4612 chars]"
242,2020-09-20T23:22:23Z,"Investors this week will look ahead to a packed calendar of events, including multiple days of congressional testimony for Federal Reserve Chair Jerome Powell, Teslas inaugural battery technology eve… [+10603 chars]"
243,2020-09-20T19:08:15Z,Bitcoin (BTC-USD) as well as the Grayscale Bitcoin Trust (GBTC) and the Winklevoss Bitcoin Trust ETF (COIN) are all trading about 12% higher since I published my last in-depth Bitcoin analysis here o… [+15400 chars]
245,2020-09-19T16:58:02Z,"Map of the Battle of the Bulge.
Credit: Public Domain, commons.wikimedia.org
Smitten with Big Board plays like Apple 
 AAPL
 now compares with falling in love with a stainless-steel statue of Ven… [+8242 chars]"
246,2020-09-19T13:00:00Z,"Some prefer tech stocks.
Others prefer real estate investments.
I invest in both and you probably should too.
However, depending on a number of factors, I will at times invest more heavily in one … [+10705 chars]"
247,2020-09-19T12:00:00Z,In 2020 we have witnessed a strong sector rotation into growth/tech stocks and out of value stocks. The Nasdaq (QQQ) had gained 28% year-to-date (and 81% from its March bottom) compared to the Dow Jo… [+9792 chars]
248,2020-09-19T03:09:52Z,"Tesla (TSLA) is planning its battery day for Sept. 22, and analysts and investors are looking forward to hearing what new developments the company has on it. The big topic of conversation lately has … [+3822 chars]"
249,2020-09-22T23:26:25Z,"Tesla's 
 TSLA
 anticipated ""Battery Day"" revealed a variety of several modest improvements to battery technology which together promise a significant drop in battery battery cost, moderate increas… [+7574 chars]"
250,2020-09-22T21:43:00Z,"Tesla CEO Elon Musk said, at the company's 2020 annual shareholder meeting and battery day presentation that he expects vehicle deliveries to increase by 30 to 40 percent over last year, when the com… [+3885 chars]"
251,2020-09-22T20:22:15Z,Stocks indexes rose through the afternoon on Tuesday after spending the morning wavering around the break-even line. Big Tech shares including Amazon.com were among the leaders as investors looked ah… [+4529 chars]
252,2020-09-22T20:09:25Z,"ARK was founded in 2014 by Cathie Woods who acts as the CEO, CIO, and Portfolio Manager for their many funds. They invest in companies in the ""disruptive innovation"" space which they define as the ""i… [+9096 chars]"
253,2020-09-22T19:53:00Z,"But are Teslas 
 TSLA, 
 -5.59%
best days behind it, as bears would have you believe? Perhaps a look at the historic performance of some other highfliers can offer some perspective. Morningstar re… [+3775 chars]"
254,2020-09-22T18:53:00Z,"Donald Trump came to power promising to fix a trade system that has hurt U.S. workers and businesses for generations. He railed against trade deals, raised alarm about the trade deficit, and promised… [+8085 chars]"
255,2020-09-22T18:17:38Z,"Executive Summary:
In last week's technical review, I opined that (A) there were clear lines in the sand on the charts of the major indices, (B) any movement in between those lines could be viewed a… [+3561 chars]"
256,2020-09-22T18:00:00Z,"As the price of oil…
The big questions in the…
The worlds largest automotive market,…
By Josh Owens - Sep 22, 2020, 1:00 PM CDTThe Ultimate Resource For InvestorsJoin the world's most comprehensiv… [+6359 chars]"
257,2020-09-22T17:16:18Z,"Teslas (TSLA) highly anticipated Battery Day is finally upon us and the excitement is palpable on Wall Street.
After market close today, Tesla will host the long-delayed event and looking ahead to t… [+2586 chars]"
258,2020-09-22T16:52:22Z,"Editors Note: This is a free edition of The Technical Indicator, a daily MarketWatch subscriber newsletter. To get this column each market day, click here.Technically speaking, the September market d… [+20877 chars]"
259,2020-09-22T14:08:54Z,"ElectraMeccanica (SOLO) is a Canadian-based electric vehicle producer of the much-awaited Solo EV.
(Source: ACVMagazine.com)
The SOLO EV is planned to launch this fall on the west coast under 2 maj… [+6018 chars]"
260,2020-09-22T13:11:00Z,Stocks in the Dow are mixed Tuesday morning as stocks in the S&amp;P 500 and the Nasdaq make moves as tech shares try to rebound. Tesla Battery Day event is today and is one of the five things to kno… [+2467 chars]
261,2020-09-22T12:56:44Z,"The stock market selloff, stocks
Getty Images
Have you seen whats going on out there? 
Heres a trader who plowed a hefty $150,000 of his savings into Tesla 
 TSLA
 options:
Headline
Business I… [+5871 chars]"
262,2020-09-22T12:30:10Z,"Six months into the pandemic, markets have behaved unlike anything we have ever seen. A massive drop in March was quickly reversed following unprecedented stimulus from the federal government and the… [+13943 chars]"
263,2020-09-22T12:00:02Z,"Elon Musk has warned Tesla shareholders not to expect too much from todays long-awaited Battery Day presentation  and Reddits most sarcastic traders are freaking out.
Important note about Tesla Batt… [+3142 chars]"
264,2020-09-22T11:23:00Z,"Rising COVID-19 cases in the U.S. and Europe point to a subdued start to the day for markets on Tuesday, after Mondays selloff.The threat of a second wave continues to dominate the headlines, with ne… [+4297 chars]"
265,2020-09-22T06:24:39Z,"(Bloomberg) -- Hotels, pipelines, convenience stores and automaker bonds are among the assets being bought by some of the worlds biggest asset managers as they look for value in a world thrown into t… [+8169 chars]"
266,2020-09-22T05:43:53Z,"This article might be part of a series, as I have already written two very similar articles, also called Lessons from history. In these two articles, I looked at the years following the 2000 peak as … [+11690 chars]"
267,2020-09-22T05:32:08Z,"BatteriesPublished on September 22nd, 2020 |
 by Frugal Moogal
0
September 22nd, 2020 by Frugal Moogal 
Note: Nothing below is investment advice.
In just a few hours on Tuesday, September 22, at… [+7018 chars]"
268,2020-09-22T00:00:09Z,"Ryan Ermey: Between the upcoming election and, oh yeah, the ongoing pandemic, uncertainty abounds in investing markets. Kiplinger.com investing guru Kyle Woodley joins the show to answer burning inve… [+30206 chars]"
269,2020-09-21T22:07:37Z,Electric vehicle and renewable energy products manufacturer Tesla Inc. (NASDAQ:TSLA) is set to hold is Battery Day conference tomorrow at the close of its annual shareholder meeting. The event is at … [+4364 chars]
270,2020-09-21T21:55:14Z,All eyes will be on electric vehicle maker Tesla (TSLA) this week as the company holds its annual Investor Meeting and Battery Day event Tuesday afternoon. Investors have been waiting for this day fo… [+6221 chars]
271,2020-09-21T20:27:00Z,"This article first appeared in Trend Investing on August 21, 2020.
Arcimoto Inc. (FUV)
Arcimoto is an electric vehicle company headquartered in Eugene, Oregon that manufactures and sells the 'Fun U… [+13441 chars]"
272,2020-09-21T19:51:15Z,"The stock price of Nikola Corporation, the electric truck company, is dropping hard in early trading on Monday morning. While Tesla 
 TSLA
 is established as the worlds most famous and valuable ele… [+3221 chars]"
273,2020-09-21T19:18:33Z,This article is part of a series that provides an ongoing analysis of the changes made to BAMCO Inc.s 13F stock portfolio on a quarterly basis. It is based on Ron Barons regulatory 13F Form filed on … [+15031 chars]
274,2020-09-21T18:57:36Z,"CHONGQING, CHINA - 2020/08/29: American multinational technology company Apple logo seen in ... [+] Chongqing. (Photo by Alex Tai/SOPA Images/LightRocket via Getty Images)
SOPA Images/LightRocket vi… [+13137 chars]"
275,2020-09-21T18:29:55Z,"Whitney Tilson’s email to investors discussing Nikola Founder Trevor Milton resigns; Has the bubble burst?; SEC gives more investors access to private equity, hedge funds.
Get Our Activist Investing… [+4161 chars]"
276,2020-09-21T18:28:55Z,"Tesla is holding its battery day tomorrow, so analysts and experts have been writing about what they expect to see. The event is scheduled for tomorrow after closing bell. The battery day event was o… [+3437 chars]"
277,2020-09-21T18:05:10Z,"The auto industry is made up of companies that manufacture cars, trucks, vans, and commercial vehicles, as well as those that supply automobile parts and service. While these companies are best known… [+5712 chars]"
279,2020-09-21T16:16:58Z,"Introduction
I worked in the investment industry with experience at an investment firm (Primerica, Inc. before the spin-off from Citigroup) for a couple years; got job offers to work as a broker at … [+21400 chars]"
280,2020-09-21T16:00:00Z,"<table><tr><td>If youd like to put together a portfolio of these opportunities yourself, be careful: they have terrific risk:rewards, but you have to execute the strategy perfectly. One errant failur… [+15688 chars]"
281,2020-09-21T16:00:00Z,"<table><tr><td>If youd like to put together a portfolio of these opportunities yourself, be careful: they have terrific risk:rewards, but you have to execute the strategy perfectly. One errant failur… [+15522 chars]"
