date,headline,Subjectivity,Polarity,Analysis
2020-01-13,shanghai to help tesla resume production amid coronavirus spread,0.0,0.0,Neutral
2020-01-13,"tesla shanghai factory to resume production on feb 10, authorities to assist - govt official",0.0,0.0,Neutral
2020-01-13,"tesla's surge inspires fans to buy, skeptics to dig in, drives fear of missing out",0.05,-0.2,Negative
2020-01-13,tesla battery supplier to resume output in china on february 10,0.0,0.0,Neutral
2020-01-13,"tesla's surge inspires fans to buy, skeptics to dig in, drives fear of missing out",0.05,-0.2,Negative
2020-01-13,elon musk’s liability for tesla’s solarcity deal could come down to a question of his control,0.2888888888888889,-0.15555555555555559,Negative
2020-01-13,tesla tumbles 17% as electrifying rally loses power,0.1,-0.3,Negative
2020-01-13,"with tesla stock envy, gm hopes to sell investors on its ev, tech future",0.125,0.0,Neutral
2020-01-13,"with tesla stock envy, gm hopes to sell investors on its ev, tech future",0.125,0.0,Neutral
2020-01-13,'giga texas?' musk asks twitter users to vote on new gigafactory,0.45454545454545453,0.13636363636363635,Positive
2020-01-13,"tesla rally fueled by fear of missing out, not short squeeze - investors",0.175,-0.1,Negative
2020-01-13,musk's tesla stake worth $30 billion after electrifying stock surge,0.1,0.3,Positive
2020-01-13,"another day, another record: tesla shares march toward $1,000",0.0,0.0,Neutral
2020-01-13,tesla up 20% after panasonic posts first quarterly profit at battery business,0.3333333333333333,0.25,Positive
2020-01-13,panasonic shares soar on profit at u.s. battery business with tesla,0.0,0.0,Neutral
2020-01-13,update 2-panasonic posts 1st quarterly profit in u.s. battery business with tesla,0.0,0.0,Neutral
2020-01-13,china's catl signs battery supply agreement with tesla,0.0,0.0,Neutral
2020-01-13,corrected-china's catl says signed battery supply agreement with tesla,0.0,0.0,Neutral
2019-10-13,"tesla directors settle, isolating musk as solarcity trial looms",0.0,0.0,Neutral
2020-01-13,"tesla directors settle, isolating musk as solarcity trial looms",0.0,0.0,Neutral
2020-01-13,"tesla shares hit record after blowout results, strong delivery forecast",0.7333333333333333,0.4333333333333333,Positive
2020-01-13,"corrected-tesla shares surge after blowout results, strong delivery forecast",0.7333333333333333,0.4333333333333333,Positive
2020-01-13,"tesla partners with lg chem, catl for battery supply",0.0,0.0,Neutral
2020-01-13,"tesla extends profit run, promises record production, driving stock up 13%",0.0,0.0,Neutral
2020-01-13,tesla beats fourth-quarter revenue estimates,0.0,0.0,Neutral
2020-01-13,"high expectations for tesla, and a long way to go to match rivals' steady profit",0.48,0.09222222222222222,Positive
2020-01-13,tesla's musk seeks to allay water concerns at factory site after protests,0.0,0.0,Neutral
2020-01-13,u.s. senator slams tesla's 'misleading' name for autopilot driver assistance system,0.0,0.0,Neutral
2020-01-13,tesla touts safeguards as senator urges company to rebrand 'autopilot',0.0,0.0,Neutral
2020-01-13,tesla's german factory gets off to an explosive start,0.0,0.0,Neutral
2020-01-13,tesla overtakes volkswagen as world's second most valuable carmaker,0.25,0.25,Positive
2020-01-13,"michigan, tesla settle suit over direct vehicle sales",0.4,0.1,Positive
2020-01-13,tesla's furious rally pushes market value past $100 billion,0.25,-0.25,Negative
2020-01-13,tesla races past $100 bln in market valuation,0.25,-0.25,Negative
2020-01-13,tesla crosses $100 billion stock market valuation in extended trading,0.0,0.0,Neutral
2020-01-13,"michigan, tesla reach agreement for direct car delivery: source",0.4,0.1,Positive
2020-01-13,"michigan, tesla reach agreement for direct car sales - source",0.4,0.1,Positive
2020-01-13,tesla moves a step closer to opening first european factory with german property deal,0.1111111111111111,0.08333333333333333,Positive
2020-01-13,"u.s. will look at sudden acceleration complaints involving 500,000 tesla vehicles",0.5,0.0,Neutral
2020-01-13,tesla says it plans to open china design and research center,0.3,-0.05,Negative
2020-01-13,new tesla registrations in california nearly halve in fourth quarter: data,0.28484848484848485,0.07878787878787878,Positive
2020-01-13,tesla challenger nio says strategic talks with guangzhou automobile in early stage,0.3,0.1,Positive
2020-01-13,musk nears $346 million payday as tesla market value soars,0.0,0.0,Neutral
2019-10-13,tesla's market value zooms past that of gm and ford - combined,0.25,-0.25,Negative
2019-12-13,refile-tesla's market value eclipses gm and ford - combined!,0.0,0.0,Neutral
2019-12-13,breakingviews - tesla valuation speeds into ludicrous mode,0.0,0.0,Neutral
2019-12-13,stripteasing musk launches tesla suv program in china,0.0,0.0,Neutral
2019-12-13,tesla rally leaves short sellers down $3 billion since 2018,0.29444444444444445,-0.07777777777777779,Negative
2019-12-13,"musk defies skeptics, meets tesla delivery goal; shares hit record",0.0,0.0,Neutral
2019-12-13,tesla beats estimates for fourth-quarter deliveries,0.0,0.0,Neutral
2019-12-13,"after tesla's record year in norway, rivals gear up for 2020",0.0,0.0,Neutral
2019-10-13,tesla cuts price for china-made model 3 vehicles before delivery,0.0,0.0,Neutral
2019-12-13,tesla says will start delivering china-made model 3s to public on jan. 7,0.06666666666666667,0.0,Neutral
2019-10-13,tesla must face lawsuit claiming racism at california factory,0.0,0.0,Neutral
2019-12-13,tesla delivers first china-made model 3 sedans in just under a year,0.3333333333333333,0.25,Positive
2019-12-13,"tesla-rival nio posts higher third-quarter deliveries, shares rise",0.5,0.25,Positive
2019-12-13,tesla begins deliveries of china-made model 3 cars,0.0,0.0,Neutral
2019-12-13,tesla set to begin deliveries of china-made model 3 cars on dec. 30,0.0,0.0,Neutral
2019-12-13,rpt-us stocks-wall street's festive rally pauses as investors await trade details,0.0,0.0,Neutral
2019-12-13,us stocks-wall street's festive rally pauses as investors await trade details,0.0,0.0,Neutral
2019-12-13,us stocks-wall st set for another record high as year-end rally continues,0.5399999999999999,0.16,Positive
2019-12-13,tesla secures $1.29 billion loan from chinese banks for shanghai factory,0.0,0.0,Neutral
2019-12-13,tesla secures $1.29 bln loan from chinese banks for shanghai factory,0.0,0.0,Neutral
2019-12-13,exclusive: tesla to take new $1.4 billion loan from chinese banks for shanghai factory - sources,0.22727272727272727,0.06818181818181818,Positive
2019-12-13,'so high': tesla shares cross $420 mark over a year after musk buyout tweet,0.26999999999999996,0.08,Positive
2019-12-13,tesla shares inch closer to musk's $420 take-private offer,0.0,0.0,Neutral
2019-12-13,"mahjong, cartoons coming to tesla car screens in china next year",0.0,0.0,Neutral
2019-12-13,tesla considers cutting china-built model 3 sedan prices next year: bloomberg,0.45,-0.3,Negative
2019-12-13,"tesla, apple among firms accused of aiding child labor in congo",0.0,0.0,Neutral
2019-12-13,"refile-tesla, apple among firms accused of aiding child labor in congo",0.0,0.0,Neutral
2019-10-13,in brief: tesla loses third general counsel since december 2018,0.23333333333333334,-0.06249999999999999,Negative
2019-10-13,thyssenkrupp in talks with tesla about german factory: handelsblatt,0.0,0.0,Neutral
2019-10-13,tesla plans increasing imported model 3 prices in china from january: sources,0.0,0.0,Neutral
2019-10-13,rpt-tesla plans increasing imported model 3 prices in china from january,0.0,0.0,Neutral
2019-10-13,"tesla's german plant to produce 500,000 cars a year: bild",0.0,0.0,Neutral
2019-10-13,tesla boss elon musk wins defamation trial over his 'pedo guy' tweet,0.2,0.3,Positive
2019-10-13,tesla inc boss elon musk wins defamation trial over 'pedo guy' tweet,0.2,0.3,Positive
2019-10-13,china-built tesla cars secure new energy vehicle subsidies,0.5272727272727272,0.2681818181818182,Positive
2019-10-13,china-made tesla cars recommended for chinese subsidies - ministry,0.0,0.0,Neutral
2019-10-13,no apology to elon musk from british diver at 'pedo guy' defamation trial,0.0,0.0,Neutral
2019-10-13,tesla model x gets 5-star rating from european safety agency,0.0,0.0,Neutral
2019-10-13,tesla move will draw further companies into germany: state premier,0.5,0.0,Neutral
2019-10-13,"gamblers back tesla in ford tug of war as orders reach 250,000",0.0,0.0,Neutral
2019-10-13,"musk suggests tesla has 250,000 orders for cybertruck",0.0,0.0,Neutral
2019-10-13,"tesla shares rise as musk says cybertruck orders hit 200,000",0.0,0.0,Neutral
2019-10-13,"corrected-tesla shares rise as musk says cybertruck orders hit 200,000",0.0,0.0,Neutral
2019-10-13,"musk suggests tesla has 200,000 orders for cybertruck",0.0,0.0,Neutral
2019-10-13,"musk suggests tesla has 187,000 orders for cybertruck - tweet",0.0,0.0,Neutral
2019-10-13,"elon musk: about 150,000 orders thus far for tesla cybertruck",1.0,0.1,Positive
2019-10-13,"elon musk: about 150,000 orders thus far for tesla cybertruck",1.0,0.1,Positive
2019-10-13,shattered glass: futuristic design questioned after tesla cybertruck launch,0.0,0.0,Neutral
2019-10-13,"us stocks-s&p 500, dow tick higher on trade optimism; nasdaq dips on tesla",0.5,0.25,Positive
2019-10-13,tesla's electric pickup breaks the mould with angular design and armored glass,0.0,0.0,Neutral
2019-10-13,"us stocks-s&p 500, dow jones edge higher on trade optimism; tesla drags nasdaq",0.5,0.25,Positive
2019-10-13,gm's electric pickup to hit dealer showrooms in fall 2021: ceo,0.0,0.0,Neutral
2019-10-13,tesla picks a fight with detroit by going after the pickup market,0.0,0.0,Neutral
2019-10-13,"didi chuxing to trial japan premium service with tesla, mercedes cars",0.0,0.0,Neutral
2019-10-13,coalition including tesla asks to intervene in california emissions lawsuits,0.0,0.0,Neutral
2019-10-13,volkswagen says it has no plans to cooperate with tesla,0.0,0.0,Neutral
2019-10-13,"ford uses mustang name, hoping new electric suv will zap tesla",0.45454545454545453,0.13636363636363635,Positive
2019-10-13,tesla sedans regain recommended status in consumer reports survey,0.0,0.0,Neutral
2019-10-13,rpt-german automation talent powers musk's battery move to europe,0.0,0.0,Neutral
2019-10-13,german automation talent powers musk's battery move to europe,0.0,0.0,Neutral
2019-10-13,brexit drove tesla to pick berlin over britain for new factory - report,0.45454545454545453,0.13636363636363635,Positive
2019-10-13,refile-update 1-brexit drove tesla to pick berlin over britain for new factory - report,0.45454545454545453,0.13636363636363635,Positive
2019-10-13,germany welcomes tesla's berlin move as boost to e-car shift,0.0,0.0,Neutral
2019-10-13,refile-brexit drove tesla to pick berlin over britain for new factory - report,0.45454545454545453,0.13636363636363635,Positive
2019-10-13,brandenberg premier: any support for tesla will be in accordance with eu rules,0.0,0.0,Neutral
2019-10-13,german ministers: no talk of subsidies for tesla's berlin plans,0.0,0.0,Neutral
2019-10-13,"update 3-tesla to build first european plant in berlin, musk says",0.16666666666666666,0.125,Positive
2019-10-13,tesla ceo says will build gigafactory 4 in 'berlin area',0.0,0.0,Neutral
2019-10-13,tesla ceo says will build gigafactory 4 in 'berlin area'- electrek,0.0,0.0,Neutral
2019-10-13,siemens ceo deplores admiration for 'pot smoker' after deputy praised elon musk,0.0,0.0,Neutral
2019-10-13,"tesla's musk, greenlight's einhorn taunt each other on twitter",0.375,-0.125,Negative
2019-10-13,musk mocks hedge fund owner einhorn over tesla shorts,0.0,0.0,Neutral
2019-10-13,siemens ceo deplores admiration for 'pot smoker' after his deputy praised tesla,0.0,0.0,Neutral
2019-10-13,tesla to unveil electric pickup 'cybertruck' on november 21: musk,0.0,0.0,Neutral
2019-10-13,tesla plans after-sales network expansion in china as shanghai factory spins up,0.0,0.0,Neutral
2019-10-13,"tesla settles with walmart over solar panel installations, fires",0.0,0.0,Neutral
2019-10-13,"tesla settles with walmart over solar panel installations, fires",0.0,0.0,Neutral
2019-10-13,"tesla has 42,000 employees globally, 3,200 in china, chairwoman says",0.0,0.0,Neutral
2019-10-13,"japan's panasonic profit drops on trade war, tesla battery business in red",0.0,0.0,Neutral
2019-10-13,"corrected-update 1-japan's panasonic profit drops 12% on trade war, higher costs",0.5,0.25,Positive
2019-10-13,tesla filing shows u.s. sales tumbled 39% in third quarter,0.0,0.0,Neutral
2019-10-13,corrected-update 1-tesla filing shows u.s. sales tumbled 39% in third quarter,0.0,0.0,Neutral
2019-10-13,tesla filing shows u.s. third-quarter sales dropped 39%,0.0,0.0,Neutral
2019-10-13,"rpt-focus-vw ramps up china electric car factories, taking aim at tesla",0.0,0.0,Neutral
2019-10-13,"vw ramps up china electric car factories, taking aim at tesla",0.0,0.0,Neutral
2019-10-13,focus-vw's electric bet in china brings global muscle to zero-emissions race,0.0,0.0,Neutral
2019-10-13,tesla starts selling china-made model 3 with autopilot function,0.0,0.0,Neutral
2019-10-13,breakingviews - tesla’s china strategy is upside-down,0.0,0.0,Neutral
2019-10-13,"tesla overtakes gm as most valuable u.s. automaker, short sellers burned",0.4,0.25,Positive
2019-10-13,"us stocks snapshot-wall street opens higher on microsoft, tesla results",0.5,0.25,Positive
2019-10-13,"tesla shares, bonds jump after surprise third quarter profit",0.0,0.0,Neutral
2019-10-13,"global markets-stocks rise, euro bows for draghi's farewell",0.0,0.0,Neutral
2019-10-13,rpt-update 6-tesla shares soar 21% as surprise profit answers skeptics,0.0,0.0,Neutral
2019-10-13,tesla shares soar 21% as surprise profit answers skeptics,0.0,0.0,Neutral
2019-10-13,breakingviews - elon musk cuts his way to easier path,0.0,0.0,Neutral
2019-10-13,tesla posts surprise quarterly profit on record deliveries,0.0,0.0,Neutral
2019-10-13,china factory production key as tesla reports third-quarter results,1.0,0.0,Neutral
2019-10-13,rpt-china factory production key as tesla reports q3 results,1.0,0.0,Neutral
2019-10-13,tesla's nuerburgring run revs up debate over speed records,0.0,0.0,Neutral
2019-10-13,tesla gets approval to start manufacturing in china,0.0,0.0,Neutral
2019-10-13,tesla to start powerwall home battery installations in japan,0.0,0.0,Neutral
2019-10-13,toyota unveils revamped hydrogen sedan to take on tesla,0.0,0.0,Neutral
2019-10-13,toyota unveils revamped hydrogen sedan to take on tesla,0.0,0.0,Neutral
2019-10-13,"u.s. agency reviews whether 2,000 teslas should have been recalled",0.0,0.0,Neutral
2019-10-13,tesla automated parking problems seen liability of app 'driver' for now,0.0,0.0,Neutral
2019-10-13,"nhtsa reviewing claims 2,000 tesla vehicles should have been recalled",0.0,0.0,Neutral
2019-10-13,tesla drops 6% as quarterly deliveries underwhelm wall street,0.0,0.0,Neutral
2019-10-13,troubles with tesla's automated parking feature summon safety regulators,0.0,0.0,Neutral
2019-10-13,tesla deliveries miss wall street estimates; shares fall 6%,0.0,0.0,Neutral
2019-10-13,tesla misses estimates for quarterly deliveries,0.0,0.0,Neutral
2019-10-13,u.s. auto safety agency notes tesla accidents with 'smart summon' feature,0.6428571428571429,0.21428571428571427,Positive
2019-10-13,tesla registers shanghai construction unit in acceleration of china plans,0.0,0.0,Neutral
2019-10-13,"despite third quarter decline, tesla's model 3 stays on top in norway",0.25,0.25,Positive
2019-10-13,"despite decline, tesla's model 3 clings to top spot in norway",0.5,0.5,Positive
2019-10-13,"tesla shares jump on leaked deliveries email, entertainment software update",0.0,0.0,Neutral
2019-10-13,tesla's musk pushed for solarcity deal despite major cash crunch: lawsuit,0.5,0.0625,Positive
2019-10-13,corrected-update 1-tesla rival nio tumbles after deliveries disappoint,0.0,0.0,Neutral
2019-10-13,tesla's musk pushed for solarcity deal despite major cash crunch -lawsuit,0.5,0.0625,Positive
2019-10-13,delaware judge says tesla board must face trial over musk's mega-pay package,0.0,0.0,Neutral
2019-10-13,tesla takes on porsche with battle on germany's toughest circuit,0.0,0.0,Neutral
2019-10-13,toyota using made-for-tesla panasonic batteries for china hybrids -nikkei,0.0,0.0,Neutral
2019-10-13,"brazilian lithium producer sigma in talks with tesla, other automakers",0.375,-0.125,Negative
2019-10-13,tesla's use of individual driver data for insurance 'state-by-state proposition',0.4,0.0,Neutral
2019-10-13,u.s. safety agency cites tesla autopilot design as factor in 2018 california crash,0.0,0.0,Neutral
2019-10-13,tesla autopilot engaged in 2018 california crash; driver's hands off wheel: ntsb,0.0,0.0,Neutral
2019-10-13,china to exempt tesla cars from 10% purchase tax,0.0,0.0,Neutral
2019-10-13,china will exempt 16 tesla models from purchase tax,0.0,0.0,Neutral
2019-10-13,"rpt-focus-with racing and music events, tesla gets over marketing allergy in china",0.0,0.0,Neutral
2019-10-13,"with racing and music events, tesla gets over marketing allergy in china",0.0,0.0,Neutral
2019-10-13,"tesla's musk, alibaba's ma talk aliens and ai, skip issues like trade",0.0,0.0,Neutral
2019-10-13,slump in lithium prices hammers profits at china's ganfeng,0.0,0.0,Neutral
2019-10-13,"tesla's musk, alibaba's ma to talk at shanghai tech event this week",0.0,0.0,Neutral
2019-10-13,"tesla to raise prices in china on august 30, may increase again in december: sources",0.0,0.0,Neutral
2019-10-13,tesla scouting sites for possible factory in germany's nrw: rheinische post,1.0,0.0,Neutral
2019-10-13,tesla in advanced talks with lg chem on battery supply in china: source,0.6,0.4,Positive
2019-10-13,tesla to buy batteries from south korea's lg chem - bloomberg,0.0,0.0,Neutral
2019-10-13,volkswagen not interested in buying tesla stake,0.5,-0.125,Negative
2019-10-13,factbox: walmart and tesla fought in private long before solar lawsuit,0.3875,-0.025,Negative
2019-10-13,volkswagen ceo interested in tesla stake -manager magazin,0.5,0.25,Positive
2019-10-13,walmart sues tesla over fires at stores using its solar panels,0.0,0.0,Neutral
2019-10-13,rental firm walks away from tesla order after quality dispute,0.4,-0.2,Negative
2019-10-13,tesla electric car catches fire after hitting tow truck in moscow,0.0,0.0,Neutral
2019-10-13,tesla electric car catches fire after hitting a tow truck in moscow,0.0,0.0,Neutral
2019-10-13,"tesla stands by safety claims despite u.s. probes, subpoenas over crashes",0.0,0.0,Neutral
2019-10-13,tesla considers raising prices in china from september: sources,0.0,0.0,Neutral
2019-10-13,"panasonic first-quarter profit nearly halves on china, tesla woes",0.4,0.1,Positive
2019-10-13,german auto supplier eisenmann files for insolvency,0.0,0.0,Neutral
2019-10-13,"tesla shares, bonds under pressure as musk changes tune on profit",0.0,0.0,Neutral
2019-10-13,tesla needs more time to turn profit; founding engineer steps down,0.3944444444444445,0.17222222222222222,Positive
2019-10-13,"tesla second-quarter revenue misses, shares fall",0.0,0.0,Neutral
2019-10-13,lawsuit says tesla fails to honor battery warranties for used vehicles,0.3,-0.5,Negative
2019-10-13,"tesla drops cheapest model x, s variants, cuts prices to simplify lineup",0.0,0.0,Neutral
2019-10-13,ev maker tesla revamps prices in sales push,0.0,0.0,Neutral
2019-10-13,tesla set to ramp up production at fremont plant: bloomberg,0.0,0.0,Neutral
2019-10-13,tesla shares jump as record deliveries ease demand concerns,0.0,0.0,Neutral
2019-10-13,tesla shares jump as record deliveries ease demand concerns,0.0,0.0,Neutral
2019-10-13,breakingviews - tesla's return to growth is only half the ride,0.5833333333333334,-0.08333333333333333,Negative
2019-10-13,"tesla delivers record number of electric cars in quarter, shares up 7%",0.0,0.0,Neutral
2019-10-13,tesla model 3 deliveries beat wall street targets,0.0,0.0,Neutral
2019-10-13,lucid motors hires former tesla production executive,0.0,0.0,Neutral
2019-10-13,tesla's former senior production executive joins lucid motors,0.0,0.0,Neutral
2019-10-13,"tesla says single battery module caused car fire in shanghai, has changed vehicle settings",0.21428571428571427,-0.07142857142857142,Negative
2019-10-13,tesla said single battery module caused car fire in shanghai,0.21428571428571427,-0.07142857142857142,Negative
2019-10-13,tesla's senior production executive at fremont facility quits: source,0.0,0.0,Neutral
2019-10-13,tesla loses its vp of production - electrek,0.1,-0.3,Negative
2019-10-13,tesla likely to miss record q2 delivery target - electrek,1.0,0.0,Neutral
2019-10-13,goldman slashes tesla price target by $42 on demand concerns,0.0,0.0,Neutral
2019-10-13,chanos' kynikos associates long on tesla put options on march 31:amended sec filing,0.5,-0.07500000000000001,Negative
2019-10-13,rpt-electric dreams in danger as funding dwindles for china's tesla challengers,0.0,0.0,Neutral
2019-10-13,electric dreams in danger as funding dwindles for china's tesla challengers,0.0,0.0,Neutral
2019-10-13,tesla's elon musk becomes 'daddy dotcom' on twitter,0.0,0.0,Neutral
2019-10-13,u.s. denies tesla tariff relief request for chinese-made model 3 'brain',0.0,0.0,Neutral
2019-10-13,analysts split on tesla 2019 delivery promises,0.0,0.0,Neutral
2019-10-13,wall street split on tesla 2019 delivery promises,0.0,0.0,Neutral
2019-10-13,"tesla is serious about a possible record quarter, not so serious about a submarine car",0.7777777777777777,-0.2222222222222222,Negative
2019-10-13,tesla has a 'decent shot' at a record quarter on every level - musk,0.6666666666666666,0.16666666666666666,Positive
2019-10-13,"employees sour on tesla amid cost-cutting, layoffs",0.09999999999999999,-0.15000000000000002,Negative
2019-10-13,tesla to make model y suv at its california factory,0.0,0.0,Neutral
2019-10-13,tesla promotes lower priced china-made model 3 in sales push,0.0,0.0,Neutral
2019-10-13,"tesla prices china-made model 3 at 328,000 yuan",0.0,0.0,Neutral
2019-10-13,exclusive: tesla woes send panasonic's u.s. solar cells to philippines,0.0,0.0,Neutral
2019-10-13,tesla ceo urges employees to 'catch up' to hit delivery record,0.0,0.0,Neutral
2019-10-13,"tesla needs to catch up on deliveries - electrek, citing musk's leaked email",0.0,0.0,Neutral
2019-10-13,"outside of tesla, future ev sales in u.s. may be thin for most brands: study",0.38125000000000003,0.024999999999999994,Positive
2019-10-13,"tesla's china-made model 3 may be priced in $43,400-$50,700 range: bloomberg",0.0,0.0,Neutral
2019-10-13,musk's leaked email shows tesla to make record deliveries in second quarter,0.0,0.0,Neutral
2019-10-13,tesla produced 900 model 3 cars per day this week- musk,0.0,0.0,Neutral
2019-10-13,"tesla drops for sixth straight session, down 20% since share offer",0.34444444444444444,0.022222222222222213,Positive
2019-10-13,"corrected-tesla drops for sixth straight session, down 20% since share offer",0.34444444444444444,0.022222222222222213,Positive
2019-10-13,former tesla bull makes $10 worst case call on china worries,0.5,-0.5,Negative
2019-10-13,9th circuit says claims against tesla under federal race bias law can be arbitrated,0.0,0.0,Neutral
2019-10-13,musk to review all of tesla's expenses in new cost cutting plan,0.6772727272727272,-0.2318181818181818,Negative
2019-10-13,musk to review all of tesla's expenses in new cost cutting plan,0.6772727272727272,-0.2318181818181818,Negative
2019-10-13,third fatal tesla autopilot crash renews questions about system,0.0,0.0,Neutral
2019-10-13,"on the radar: nissan stays cool on lidar tech, siding with tesla",0.65,0.35,Positive
2019-10-13,tesla to update battery software following car fires,0.1,0.0,Neutral
2019-10-13,tesla says it plans software update amid vehicle fire investigation,0.0,0.0,Neutral
2019-10-13,tesla to update battery software following car fire -electrek,0.1,0.0,Neutral
2019-10-13,soros fund management increases stake in tesla convertible bonds: filings,0.0,0.0,Neutral
2019-10-13,tesla's new york solar factory making other products in bid to boost jobs,0.4147727272727273,0.005681818181818177,Positive
2019-10-13,exclusive: tesla's solar factory is exporting most of its cells - document,0.5,0.5,Positive
2019-10-13,tesla car catches fire in hong kong parking lot: media,0.0,0.0,Neutral
2018-10-13,daimler ceo says successor will have tough job,0.8333333333333334,-0.3888888888888889,Negative
2018-10-13,"tesla closes $2.7 billion mixed offering of shares, debt",0.25,0.0,Neutral
2018-10-13,u.s. rejects tesla bid for tariff exemption for autopilot 'brain',0.0,0.0,Neutral
2018-10-13,u.s. rejects bid by tesla for tariff exemption for model 3 'brain',0.0,0.0,Neutral
2018-10-13,"tesla boosts capital raise to $2.7 billion, musk buys more stock",0.5,0.5,Positive
2018-10-13,corrected-tesla offering priced at $243 per share,0.0,0.0,Neutral
2018-10-13,rpt-tesla seen finding ample appetite for its newest convertible bond,0.0,0.0,Neutral
2018-10-13,elon musk owes $507 million to banks helping tesla raise capital,0.0,0.0,Neutral
2018-10-13,"metals-copper rebounds; tesla expects copper, nickel shortage",0.0,0.0,Neutral
2018-10-13,tesla ends 'spartan diet' and seeks $2.3 billion to fund expansion,0.0,0.0,Neutral
2018-10-13,"metals-copper recovers from 2-1/2-month low; tesla sees shortage of copper, nickel",0.3,0.0,Neutral
2018-10-13,corrected-update 7-tesla ends 'spartan diet' and seeks $2.3 bln to fund expansion,0.0,0.0,Neutral
2018-10-13,tesla seen finding ample appetite for its newest convertible bond,0.0,0.0,Neutral
2018-10-13,exclusive: tesla expects global shortage of electric vehicle battery minerals - sources,0.0,0.0,Neutral
2018-10-13,tesla to reduce solar panel prices by up to 16%: nyt,0.0,0.0,Neutral
2018-10-13,corrected-official-tesla to reduce solar panel prices by up to 16 percent - nyt,0.0,0.0,Neutral
2018-10-13,tesla files for offering to raise capital,0.0,0.0,Neutral
2018-10-13,sec commissioner decries agency's deal with tesla's musk,0.6,-0.1,Negative
2018-10-13,"judge approves musk, sec agreement over twitter use by ceo",0.6,-0.1,Negative
2018-10-13,tesla says may seek new funding; shares up after sec agreement,0.5272727272727272,0.018181818181818174,Positive
2018-10-13,tesla says may seek alternative financing sources,0.0,0.0,Neutral
2018-10-13,tesla's elon musk reaches deal with sec over twitter use,0.6,-0.1,Negative
2018-10-13,"ending tough week, tesla shares sink to lowest in two years",0.8333333333333334,-0.3888888888888889,Negative
2018-10-13,new capital for tesla will come at a cost,0.45454545454545453,0.13636363636363635,Positive
2018-10-13,tesla solar installations slide 36 percent in first quarter,0.3333333333333333,0.25,Positive
2018-10-13,"tesla reports first-quarter losses, more to come",0.5,0.5,Positive
2018-10-13,twitter not amused by long wait for tesla earnings,0.4,-0.05,Negative
2018-10-13,tesla's musk says considering building factory in germany,0.0,0.0,Neutral
2018-10-13,tesla rival rivian says ford motor invests $500 mln in firm,0.4,-0.2,Negative
2018-10-13,lucid motors names former tesla model s chief engineer as ceo,0.0,0.0,Neutral
2018-10-13,tesla shows off self-driving technology to investors,0.0,0.0,Neutral
2018-10-13,model s fire video adds to tesla woes pre-results,0.0,0.0,Neutral
2018-10-13,tesla to shrink board to seven directors from 11,0.0,0.0,Neutral
2018-10-13,"tesla's elon musk, sec seek more time from court to work out deal on twitter use",0.55,0.2,Positive
2018-10-13,factbox: t. rowe price sheds most of its tesla stake,0.5,0.5,Positive
2018-10-13,vw to take on tesla x in china from 2021 with electric suv,0.0,0.0,Neutral
2018-10-13,vw to launch tesla x rival for china in 2021,0.0,0.0,Neutral
2018-10-13,david einhorn's greenlight says tesla 'on the brink' of failure,0.3,-0.3166666666666667,Negative
2018-10-13,"einhorn's greenlight says tesla is ""on the brink"" -client letter",0.0,0.0,Neutral
2018-10-13,tesla begins sales of cheapest yet model 3 car variant in china,0.0,0.0,Neutral
2018-10-13,tesla begins offering leases for model 3,0.0,0.0,Neutral
2018-10-13,"tesla, panasonic to seek productivity gains before new battery investments",0.45454545454545453,0.13636363636363635,Positive
2018-10-13,panasonic says reviewing further investment in tesla gigafactory,0.5,0.0,Neutral
2018-10-13,"exclusive: u.s. bill to boost electric car tax credits could rev gm, tesla",0.0,0.0,Neutral
2018-10-13,sec steps on tesla 'reasonable' to prevent problems: commissioner,0.6,0.05,Positive
2018-10-13,fiat chrysler to pay tesla hundreds of millions of euros to pool fleet,0.0,0.0,Neutral
2018-10-13,fiat chrysler to pay tesla hundreds of millions of euros to pool fleet - ft,0.0,0.0,Neutral
2018-10-13,"judge orders sec, tesla's musk to meet for at least an hour on new settlement",0.48484848484848486,-0.08787878787878789,Negative
2018-10-13,"elon musk safe for now as u.s. judge urges tesla ceo, sec to end tweet dispute",0.55,0.2,Positive
2018-10-13,"factbox: elon musk, unabridged, on twitter",0.0,0.0,Neutral
2018-10-13,"tesla's elon musk, sec ordered by u.s. judge to try to settle",0.6,-0.1,Negative
2018-10-13,tesla investors lose faith after first-quarter deliveries disappoint,0.0,0.0,Neutral
2018-10-13,tesla ceo elon musk at manhattan court for contempt hearing: cnbc,0.0,0.0,Neutral
2018-10-13,tesla's junk bond slammed on car deliveries miss; cds cost surges,0.0,0.0,Neutral
2018-10-13,update 1-tesla's junk bond slammed on car deliveries miss; cds cost surges,0.0,0.0,Neutral
2018-10-13,tesla's junk bond slammed on car deliveries miss; cds cost surges,0.0,0.0,Neutral
2018-10-13,tesla shares skid after first-quarter deliveries disappoint,0.0,0.0,Neutral
2018-10-13,tesla's elon musk to square off with sec in court at contempt hearing,0.6,-0.1,Negative
2018-10-13,tesla deliveries drop due to challenges shipping to europe and china,0.375,-0.125,Negative
2018-10-13,tesla delivers fewer than expected model 3 sedans in first quarter,0.3666666666666667,0.075,Positive
2018-10-13,tesla supplier agrees to buy gm's south korean plant for ev manufacturing,0.0,0.0,Neutral
