date,date_posted,headline,text
2017-10-13,1096 days ,brief-tesla ceo musk says planning to launch tesla in turkey later this year - tweet,* tesla inc ceo elon musk says planning to launch tesla in turkey later this year - tweet further company coverage:
2017-10-13,1096 days ,autopilot was not engaged during florida model s crash -tesla,"tesla inc's autopilot system was unlikely to have been a factor in a florida car crash this week which killed two teenagers, the electric carmaker said in a statement issued late on wednesday."
2017-10-13,1096 days ,japan's panasonic says it could make batteries with tesla in china,"panasonic corp  could jointly produce batteries with u.s. electric vehicle (ev) maker tesla inc  in china, as the japanese electronics conglomerate looks to tap into that country's surging ev demand, its chief executive said on thursday."
2017-10-13,1096 days ,brief-panasonic ceo says could jointly produce ev batteries with tesla in china,* panasonic ceo says could jointly produce ev batteries with tesla in china further company coverage: (reporting by makiko yamazaki)
2017-10-13,1096 days ,u.s. safety board probes fatal tesla accident in florida,"the u.s. national transportation safety board said on wednesday it will investigate a tesla accident in fort lauderdale, florida this week that killed two teenagers and injured another - the agency's fourth active probe into crashes of the company's electric vehicles."
2017-10-13,1096 days ,"brief-ctw investment urges tesla shareholders to vote against re-election of directors antonio gracias, kimball musk, and james murdoch","* ctw investment group urges tesla inc shareholders to vote against re-election of directors antonio gracias, kimball musk, and james r. murdoch source text: ( further company coverage: (reuters.briefs@thomsonreuters.com)"
2017-10-13,1096 days ,tesla offers fremont factory to boost liquidity -ifr news,"tesla inc has changed the terms of its borrowing agreement with banks to allow it to pledge its fremont auto plant as collateral - a move seen by some analysts as an effort to boost liquidity, thomson reuters ifr reported."
2017-10-13,1096 days ,"audi eyes 800,000 electric and hybrid car sales in 2025","german premium brand audi on tuesday said it plans to sell about 800,000 battery-electric and hybrid powered cars in 2025, as it seeks to catch up with electric car rival tesla and emerge from a damaging emissions-cheating scandal."
2017-10-13,1096 days ,brief-tesla says we continually evaluate capital expenditure needs & may raise additional capital to fund growth of business,"* tesla, giving no timeframe, says we continually evaluate capital expenditure needs & may raise additional capital to fund growth of business - sec filing source text: [ further company coverage:"
2017-10-13,1096 days ,factbox: musk seeks to soothe wall street nerves after snub,"tesla inc  chief executive officer elon musk said on friday it was ""foolish"" of him to snub wall street analysts on a post-earnings conference call on wednesday."
2017-10-13,1096 days ,"tesla shares, bonds drop as ceo musk bites hand of wall street","tesla inc  chief elon musk's refusal to answer ""boring"" wall street questions about finances sent the electric vehicle maker's shares down as much as 7 percent on thursday, jarring investors and raising concerns about its ability to raise money in the future."
2017-10-13,1096 days ,"rpt-investor who mesmerized musk on conference call opened ""pandora's box""","a 25-year-old investor of tesla inc , whose 23-minute conversation with chief executive officer elon musk dominated a post-earnings conference call, said he had opened ""pandora's box"" and elevated the level of conversation possible on the routine calls."
2017-10-13,1096 days ,hedge fund heaps criticism on tesla after musk's conference call,"a small hedge fund manager who has long been betting against tesla inc  on thursday redoubled his call for the stock to fall to zero, comments that came as investors were already hammering the electric car maker."
2017-10-13,1096 days ,"musk's conduct, tesla stock slide make $700 million profit for short-sellers","short-sellers who had targeted tesla inc  logged a $700 million paper profit on thursday after the stock fell nearly 9 percent a day after chief executive elon musk stunned analysts by dodging ""boring"" questions about the electric car maker's financial outlook."
2017-10-13,1096 days ,"the price of musk cutting off analysts? for tesla, it's $2 billion",ducking analysts' questions has a price: $2 billion.
2017-10-13,1096 days ,tesla faces angry wall street as ceo musk snubs analysts on call,"tesla inc chief executive elon musk's refusal to take questions from analysts about the electric car maker's financial condition drew sharp criticism from wall street analysts and investors on thursday, pushing its stock down 7 percent."
2017-10-13,1096 days ,design patent case against tesla holds no truck with experts,"electric auto maker tesla inc has a strong defense in a lawsuit brought by rival nikola corp alleging infringement of patents on semi truck designs, intellectual property lawyers said."
2017-10-13,1096 days ,u.s. safety agency says 'did not assess' tesla autopilot effectiveness,"a u.s. traffic safety regulator on wednesday contradicted tesla inc's claim that the agency had found that its autopilot technology significantly reduced crashes, saying that regulators ""did not assess"" the system's effectiveness in a 2017 report."
2017-10-13,1096 days ,breakingviews - tesla speeding toward capital raise crunch time,"tesla is speeding toward capital-raise crunch time. the electric-car maker on wednesday reported a loss of $710 million in the first three months of the year. it also experienced a slew of other problems, including annoying a regulator after disclosing information about..."
2017-10-13,1096 days ,brief-tesla reports q1 gaap net loss of $4.19 per share,* quarterly total revenue $3.41 billion versus $2.70 billion reported last year
2017-10-13,1096 days ,u.s. safety agency: prior probe did not assess 'effectiveness' of tesla autopilot,"the u.s. national highway traffic safety said wednesday that a prior investigation into tesla inc's semi-autonomous ""autopilot"" self-driving system did not assess the ""effectiveness"" of the technology."
2017-10-13,1096 days ,tesla model 3 production target on track,"tesla inc on wednesday said its model 3 production target remains on track, expecting about 5,000 per week in about two months."
2017-10-13,1096 days ,nikola motor sues tesla alleging design patent violation,"nikola motor co, which makes hydrogen-powered semi trucks, filed a lawsuit on tuesday against electric automaker tesla inc  alleging design patent infringements."
2017-10-13,1096 days ,tesla's board against proposal to require independent chairman,"tesla inc's board recommended on thursday that shareholders vote against a proposal that would require the electric car maker's chairman to be an independent director, ahead of its annual meeting."
2017-10-13,1096 days ,musk's 'no new capital' promise faces scrutiny when tesla reports results,"investors are accustomed to the bold promises of tesla inc's  elon musk, but his assertion that the electric vehicle maker will not need more funds this year has many scratching their heads. how can the chief executive deliver on his many goals without a fresh infusion..."
2017-10-13,1096 days ,tesla autopilot chief leaves to join intel,tesla inc's  autopilot chief jim keller is leaving the electric vehicle manufacturer to join chipmaker intel corp .
2017-10-13,1096 days ,"brief-kynikos' chanos says is short tesla, dunkin brands, restaurant brands - cnbc",* short-seller jim chanos says has been short on tesla for four years - cnbc
2017-10-13,1096 days ,"tesla's head of autopilot leaves, ex-apple exec to succeed","tesla inc said on thursday jim keller, the head of its low-voltage hardware, autopilot software and infotainment, is leaving the automaker to focus on microprocessor engineering with another company."
2017-10-13,1096 days ,brief-tesla's autopilot chief jim keller has stepped down from role,* tesla's autopilot chief jim keller has stepped down from role - spokesperson
2017-10-13,1096 days ,"tesla aiming to build 6,000 model 3 cars per week by end-june: report","tesla inc  is aiming to ramp up production to 6,000 model 3 cars per week by the end of june to reach its weekly goal of 5,000 and allow for a margin of error, automotive news website electrek reported on tuesday, citing a letter to employees from chief executive..."
2017-10-13,1096 days ,tesla production pause adds to model 3 concerns,"tesla inc  shares fell as much as 2 percent in premarket trading on tuesday, a temporary halt in production of its model 3 sedan adding to nerves about the electric car maker's consistent failure to keep its promises on vehicle output."
2017-10-13,1096 days ,tesla says model 3 production shut down temporarily,"tesla inc  has temporarily suspended its model 3 assembly line in what the company said on monday was a planned production pause, as the automaker continues to face challenges ramping up its new sedan."
2017-10-13,1096 days ,rpt-tesla temporarily shuts down model 3 production in fremont,"tesla inc on monday said it was having a planned downtime on the model 3 production, after a buzzfeed report said the carmaker had temporarily shut down model 3 production in the company's fremont, california, plant without warning."
2017-10-13,1096 days ,tesla temporarily shuts down model 3 production in fremont,"tesla inc on monday said it was having a planned downtime on the model 3 production, after a buzzfeed report said the carmaker had temporarily shut down model 3 production in the company's fremont, california, plant without warning."
2017-10-13,1096 days ,brief-tesla is temporarily shutting down model 3 production - buzzfeed news,* tesla is temporarily shutting down model 3 production - buzzfeed news source :  further company coverage:
2017-10-13,1096 days ,brief-tesla inc comments on article published in reveal,"* tesla inc says last year, co reduced injury rate by 25% - blog"
2017-10-13,1096 days ,"musk insists tesla does not need more capital, predicts profit soon","tesla inc  will be profitable in the third and fourth quarters of this year and will not have to raise any money from investors, billionaire chief executive elon musk said on friday, driving shares in the electric carmaker higher."
2017-10-13,1096 days ,"brief-elon musk in response to cbs report tweets - ""yes, excessive automation at tesla was a mistake""","* ""yes, excessive automation at tesla was a mistake. to be precise, my mistake. humans are underrated"" further company coverage:"
2017-10-13,1096 days ,"tesla to be profitable in q3, q4 - musk tweets",silicon valley billionaire elon musk said on friday his tesla inc company will not need to raise any money this year because the electric car maker will have positive cash flow and be profitable in the third and fourth quarter.
2017-10-13,1096 days ,brief-elon musk says tesla will be profitable & cash flow positive in q3 & q4 - tweet,* elon musk says tesla will be profitable & cash flow positive in q3 & q4 - tweet further company coverage:
2017-10-13,1096 days ,"tesla, ntsb clash over autopilot investigation","tesla inc lashed out at the national transportation safety board on thursday after the agency took the unusual step of removing the automaker as a party to its investigation of a fatal crash in march in which a tesla vehicle's ""autopilot"" system was in use."
2017-10-13,1096 days ,auto industry lawyers warn automated driving hype will be a legal matter,deadly crashes involving tesla inc  and uber technologies [uber.ul] vehicles operating entirely or in part under automated systems have made a once-abstract problem very real for auto industry lawyers gathered at a recent conference.
2017-10-13,1096 days ,tesla withdraws as party to ntsb 'autopilot' crash investigation,"tesla inc said it is withdrawing as a formal party to the national transportation safety board's probe into a fatal march 23 crash in california in which the semi-autonomous ""autopilot"" driving system was in use."
2017-10-13,1096 days ,"family of tesla crash driver hires law firm, questions autopilot","the family of a driver killed in a tesla car crash has hired law firm minami tamaki llp to explore legal options, the law firm said on wednesday, adding that the autopilot feature in the electric carmaker's vehicle probably caused his death."
2017-10-13,1096 days ,exclusive: tesla targets november 2019 for start of model y production - sources,"tesla inc  is targeting november 2019 as the start of production for its model y sport utility vehicle, with production in china to begin two years later, two sources told reuters this week, shedding some light on the electric vehicle maker's next project that could..."
2017-10-13,1096 days ,brief-tesla comments on family of tesla crash driver hiring law firm,"* tesla says according to family, walter huang was well aware that ""autopilot was not perfect"""
2017-10-13,1096 days ,family of driver killed in tesla car crash hires law firm,the family of a driver killed in a tesla car crash has hired law firm minami tamaki llp to explore legal options.
2017-10-13,1096 days ,bp teams up with tesla to venture into battery storage for windfarm,"bp has teamed up with tesla to build its first battery storage project at one of its u.s. windfarms as part of a strategy to expand its renewable energy business, the energy group said on tuesday."
2017-10-13,1096 days ,"tesla to recall 8,898 vehicles in china from june 28: china quality watchdog","china's quality watchdog said on monday that tesla inc  will recall a total of 8,898 model s vehicles in the country starting on june 28, as part of a broader, global recall announced last month."
2017-10-13,1096 days ,"tesla to recall 8,898 vehicles in china from june 28 - china quality watchdog","china's quality watchdog said on monday that tesla inc will recall a total of 8,898 model s vehicles in the country from june 28."
2017-10-13,1096 days ,tesla says no need for capital raise as model 3 output rises,"tesla inc sought to squash any speculation it might need to raise more capital this year on tuesday, driving the company's battered shares higher as it announced it built 2,020 of its cheaper model 3 sedans in the last seven days."
2017-10-13,1096 days ,investors raise bets against tesla shares - s3 partners,"investors raised their bets against tesla inc shares by 10 percent since mid-march on the view that the market was too optimistic on the electric car maker's prospects, financial analytics firm s3 partners said on tuesday."
2017-10-13,1096 days ,update 3-investors raise bets against tesla shares -s3 partners,"investors raised their bets against tesla inc shares by 10 percent since mid-march on the view that the market was too optimistic on the electric car maker's prospects, financial analytics firm s3 partners said on tuesday."
2017-10-13,1096 days ,corrected-update 2-tesla says no need for capital raise as model 3 output rises,* no need for new cash outside of standing facilities this year
2017-10-13,1096 days ,"brief-tesla says q1 production totaled 34,494 vehicles, a 40 pct increase from q4","* tesla says q1 production totaled 34,494 vehicles, a 40% increase from q4"
2017-10-13,1096 days ,tesla shares fall on worries about model 3 production rate,"tesla inc  shares slumped 5 percent on monday as investors awaited production numbers for the closely watched model 3, a cheaper vehicle that analysts see as crucial to the luxury electric automaker's long-term profitability."
2017-10-13,1096 days ,"brief-tesla spokesperson says model 3 production is ""highest priority"", so elon musk is focusing time there while doug field focuses on vehicle engineering","* tesla spokesperson - model 3 production is ""highest priority"", so elon musk is focusing time there while doug field focuses on vehicle engineering further company coverage:"
2017-10-13,1096 days ,"tesla making 2,000 model 3s per week: report","tesla inc  will fall short of its 2,500 per week target for production of the crucial model 3 sedan when it reports its numbers this week, according to a report by tech website jalopnik, citing an email from chief executive officer elon musk to employees."
2017-10-13,1096 days ,"brief-tesla making 2,000 model 3s per week, missing q1 target - jalopnik","* tesla making 2,000 model 3s per week, musk says, missing target for first quarter - jalopnik, citing musk's email to employees source text -  further company coverage:"
2017-10-13,1096 days ,u.s. safety agency criticizes tesla crash data release,"the u.s. national transportation safety board said on sunday it was ""unhappy"" that electric car maker tesla inc  made public information about the crash of its model x vehicle on autopilot that killed the driver last month."
2017-10-13,1096 days ,brief-tesla inc  - an update on last week's accident,"* tesla on last week’s accident ""have more information about what may have happened"" -blog"
2017-10-13,1096 days ,tesla shares recover as company pushes to hit model 3 target,"tesla inc shares rose on thursday ahead of the expected release next week of the company's quarterly auto production data, while a senior executive urged workers at the automaker to hit a weekly production target of 2,500 model 3 sedans by the end of march."
2017-10-13,1096 days ,elon musk runs tesla – and that means shareholders can sue,"everyone knows tesla is run by elon musk, the visionary ceo who is synonymous with his company. tesla has acknowledged as much in public filings that described the company as “highly dependent on the services of elon musk.” musk himself called tesla “my company” in a 2016..."
2017-10-13,1096 days ,tesla shareholder lawsuit against solarcity deal set to proceed,"a class action lawsuit by tesla inc shareholders against the electric car maker's chief executive, elon musk, and the company's board over the solarcity deal was set to proceed after a delaware judge refused to dismiss it."
2017-10-13,1096 days ,"tesla returned to german subsidies list, ending row",tesla  buyers in germany can apply for subsidies again because a government agency has ended its dispute with the u.s. carmaker over whether its model s was too expensive to qualify for the incentives scheme.
2017-10-13,1096 days ,"tesla returned to german subsidies list, ending row","a german government agency has agreed to offer car buyers subsidies for tesla vehicles again, ending a dispute with the u.s. company over whether the model s was too expensive to qualify for the scheme."
2017-10-13,1096 days ,"tesla shares dive again, stung by fatal crash, credit downgrade","tesla inc shares fell sharply again on wednesday, reeling from a credit downgrade of the electric car maker by moody's investors service, federal probes of a fatal crash and concerns about model 3 production."
2017-10-13,1096 days ,extreme bearish options on tesla making money as stock dives,the sharp slump in tesla inc's shares this month could unlock massive gains on equity option bets investors placed over the last several months that pay when the electric car maker's stock slides.
2017-10-13,1096 days ,"u.s. opens probe into fatal tesla crash, fire in california","a fatal crash and vehicle fire of a tesla inc model x near mountain view, california, last week has prompted a federal field investigation, the u.s. national transportation safety board said on tuesday, sparking a big selloff in tesla stock."
2017-10-13,1096 days ,tesla shares fall sharply for second straight day,"tesla inc shares fell more than 9 percent on wednesday following a downgrade by moody's investors service, a probe by the national transportation safety board of a recent fatal crash and concerns about model 3 production."
2017-10-13,1096 days ,brief-fedex reserves 20 tesla semi electric trucks,"* fedex corp - placed a reservation for 20 tesla semi trucks. fully-electric trucks, which are scheduled to begin production in 2019"
2017-10-13,1096 days ,"musk deletes facebook pages of tesla, spacex after challenged on twitter","verified facebook pages of elon musk's rocket company spacex and electric carmaker tesla inc  disappeared on friday, minutes after the silicon valley billionaire promised on twitter to take down the pages when challenged by users."
2017-10-13,1096 days ,world's top wealth fund says opposed musk's $2.6 billion pay deal,"the world's largest sovereign wealth fund opposed elon musk's potential $2.6 billion payout from electric carmaker tesla , the fund said on thursday."
2017-10-13,1096 days ,tesla shareholders approve ceo musk's $2.6 billion compensation plan,"shareholders of electric car company tesla inc approved a compensation package potentially worth $2.6 billion for chief executive officer elon musk on wednesday, though by a lower margin than u.s. ceos typically receive on pay votes."
2017-10-13,1096 days ,norway's wealth fund opposed tesla chief's stock option plan,"norway's $1 trillion sovereign wealth fund, the world's largest, opposed tesla inc chief executive elon musk's compensation package in wednesday's shareholder vote, the fund said on its website."
2017-10-13,1096 days ,brief-tesla says 96.8 mln votes were cast in favor of ceo elon musk's compensation plan,* tesla says 96.8 million votes were cast in favor of ceo elon musk's compensation plan - sec filing
2017-10-13,1096 days ,brief-tesla shareholders approve musk compensation plan - cnbc ,* tesla shareholders approve musk comp plan - cnbc source text :  further company coverage:
2017-10-13,1096 days ,pension fund calstrs opposes tesla's compensation package for musk,u.s. public pension fund calstrs said on wednesday it is opposed to tesla inc's recommendation to support chief executive elon musk's compensation arrangement at the electric car maker's shareholder meeting.
2017-10-13,1096 days ,tesla denies musk in talks with israeli ai vision firm cortica,"u.s. electric car company tesla inc  said on tuesday that chief executive elon musk, who was visiting israel, did not discuss a collaboration with artificial intelligence firm cortica."
2017-10-13,1096 days ,elon musk in talks with israeli ai vision firm cortica -report,"silicon valley billionaire elon musk was in israel to discuss a collaboration between electric car company tesla inc and tel aviv-based artificial intelligence firm cortica, the globes financial news website said on tuesday."
2017-10-13,1096 days ,democrats cite tesla probe in raising self-driving car bill concerns,five democratic u.s. senators on wednesday urged changes to a stalled landmark bill aimed at speeding the deployment and testing of self-driving cars.
2017-10-13,1096 days ,"tesla says model s, model x production efficiency much improved","tesla inc said the number of labor hours needed to produce its model s and model x cars have decreased considerably, following the latest report of quality problems that could prevent the carmaker from hitting its production targets."
2017-10-13,1096 days ,tesla's electric motor shift to spur demand for rare earth neodymium,"(this version of the march 12 story corrects year in paragraph 7, removes reference to spectrum rare earths in paragraph 19)"
2017-10-13,1096 days ,brief-tesla says board recommends a vote “for” the ceo performance award,* tesla says board recommends a vote “for” the ceo performance award - sec filing source text: ( further company coverage:
2017-10-13,1096 days ,"tesla chief musk says china trade rules uneven, asks trump for help","tesla inc  chief executive elon musk took to twitter on thursday to call on u.s. president donald trump to challenge china's auto trade rules, which limit foreign ownership of chinese ventures and impose steep tariffs on imported cars."
2017-10-13,1096 days ,tesla's $2.6 billion stock award for musk is too high: iss,"proxy advisory firm institutional shareholder services on thursday recommended tesla inc  stockholders reject a multi-billion-dollar, 10-year pay package for chief executive elon musk, saying the ""unprecedented"" award was too rich."
2017-10-13,1096 days ,tesla accounting chief eric branderiz steps down,"tesla inc's chief accounting officer eric branderiz has left the company for personal reasons, the electric car maker said in a regulatory filing on thursday."
2017-10-13,1096 days ,refile-proxy firm iss joins glass lewis to oppose tesla's stock award to musk,proxy advisory firm institutional shareholder services said on thursday tesla inc shareholders should vote against a proposal for a $2.6 billion performance-based stock option grant for chief executive officer elon musk.
2017-10-13,1096 days ,tesla chief executive asks trump for 'fair outcome' on china trade,tesla inc chief executive elon musk took to twitter on thursday to call on u.s. president donald trump to challenge chinese auto trade rules.
2017-10-13,1096 days ,brief-iss recommends voting against tesla's proposal to approve stock option grant to musk,"* says vote ""against"" tesla's proposal to approve stock option grant to elon musk is warranted further company coverage:"
2017-10-13,1096 days ,"tesla delays, tax credit concerns spur sales of chevy bolts","some potential buyers of tesla's long-delayed model 3 sedan are concerned that they will miss out on big federal tax breaks and are looking for alternatives, including general motors co's  chevrolet bolt, according to postings by would-be tesla buyers on websites and..."
2017-10-13,1096 days ,"tesla delays, tax credit concerns spur sales of chevy bolts","some potential buyers of tesla's long-delayed model 3 sedan are concerned that they will miss out on big federal tax breaks and are looking for alternatives, including general motors co's chevrolet bolt, according to postings by would-be tesla buyers on websites and interviews..."
2017-10-13,1096 days ,"tesla sticks by model 3 target, warns spending could rise in 2018","tesla inc  said on wednesday it was sticking with chief executive elon musk's revised production targets for its model 3 sedan, cheering investors who have put up with two delays, but the electric automaker's plans to raise spending this year underscored its growing..."
2017-10-13,1096 days ,brief-tesla inc says cfo deepak ahuja's fy 2017 total compensation was $15.5 mln - sec filing,* tesla inc says cfo deepak ahuja's fy 2017 total compensation was $15.5 million - sec filing source: ( further company coverage:
2017-10-13,1096 days ,lyft hires tesla executive jon mcneill as coo,"lyft announced on wednesday that jon mcneill, former president of global sales and service at tesla, joined the ride-hailing company as chief operating officer."
2017-10-13,1096 days ,"corrected-update 3-tesla sticks by model 3 target, warns spending could rise in 2018","tesla inc said on wednesday it was sticking with chief executive elon musk's revised production targets for its model 3 electric sedan, but posted its worst-ever quarterly loss, and warned that spending would increase slightly this year."
2017-10-13,1096 days ,brief-tesla reports q4 non-gaap net loss per share of $3.04,* quarterly gaap net loss per share attributable to common stockholders $4.01
2017-10-13,1096 days ,"tesla sticks with model 3 production target, posts worst ever quarterly loss","tesla inc said on wednesday it was sticking with chief executive elon musk's revised production targets for its model 3, the electric sedan on which the company's future rests, despite posting its worst-ever quarterly loss."
2017-10-13,1096 days ,tesla inc expected to post a loss of $3.12 a share: summary,- tesla inc   is expected to show a rise in quarterly revenue when it reports results.
2017-10-13,1096 days ,panasonic hikes outlook after third-quarter earnings surge on automotive demand,japan's panasonic corp lifted its outlook for earnings this year after reporting a 23 percent jump in third-quarter operating profit on healthy sales of car components and factory automation equipment.
2017-10-13,1096 days ,february the real test for australia's shaky power supply,"australia's strained power supply grid has largely withstood soaring temperatures this summer, but a year after the nation's biggest city, sydney, was hit by blackouts, the real test comes this month."
2017-10-13,1096 days ,exclusive: how tesla's first truck charging stations will be built,"elon musk, the chief executive of tesla inc, has said little about how he plans to turn his prototype electric truck into reality."
2017-10-13,1096 days ,tesla's musk sells $10 million in flamethrowers in four days,"a handful of tweets and four days later, silicon valley billionaire elon musk has closed orders for his latest novelty product, after selling 20,000 flamethrowers at $500 a piece."
2017-10-13,1096 days ,motor racing-new tesla-based electric series gets fia approval,"a new tesla-based electric production car series has been officially sanctioned by formula one's governing body, the international automobile federation (fia), organisers said on thursday."
2017-10-13,1096 days ,breakingviews - hadas: tesla’s $60 billion mistake on pay,sometimes companies need chief executives who are visionary geniuses. sometimes more mundane skills are required. tesla’s plan to hand elon musk as much as $60 billion in stock over 10 years shows the electric-car maker is confused about what sort of boss is appropriate.
2017-10-13,1096 days ,chile open to increasing sqm lithium quota to satisfy tesla: corfo,"chile is open to negotiating an additional quota of lithium for local miner sqm <sqm_pb.sn> to meet potential demand from u.s. electric car-maker tesla, eduardo bitran, head of chilean development agency corfo, told reuters on monday."
2017-10-13,1096 days ,chile open to increasing sqm lithium quota to satisfy tesla -corfo,"chile is open to negotiating an additional quota of lithium for local miner sqm to meet potential additional demand from u.s. electric car-maker tesla, eduardo bitran, head of chilean development agency corfo, told reuters on monday."
2017-10-13,1096 days ,tesla denies further model 3 production issues,"tesla inc  is on track to achieve its production targets for the model 3, the electric car-maker said on thursday, squashing a report of further delays and quality issues for its latest and most-affordable sedan."
2017-10-13,1096 days ,brief-tesla says on track with previous projections for achieving increased model 3 production- techcrunch,"* tesla says on track with previous projections for achieving increased model 3 production rates provided earlier this month- techcrunch, citing statement"
2017-10-13,1096 days ,brief-tesla employees say to expect more model 3 delays- cnbc,"* tesla employees say to expect more model 3 delays, citing inexperienced workers, manual assembly of batteries- cnbc source "
2017-10-13,1096 days ,u.s. auto regulator probing tesla 'autopilot' crash,"the u.s. national highway traffic safety administration (nhtsa) said on thursday it was sending investigators to examine the crash of a tesla inc  vehicle, apparently traveling in semi-autonomous mode, and a fire truck in california."
2017-10-13,1096 days ,fine print in trump solar tariff holds some good news for tesla,(this version of the jan. 23 story was corrected to remove incorrect reference to first solar benefiting from solar cell exemption)
2017-10-13,1096 days ,u.s. auto regulator probes tesla ‘autopilot’ crash -source,"the u.s. national highway traffic safety administration is sending investigators to examine the crash of a tesla inc vehicle apparently traveling in semi-autonomous mode and a fire truck in california, a person briefed on the matter said on wednesday."
2017-10-13,1096 days ,"u.s. investigators to probe crash between tesla vehicle, fire truck",the u.s. national transportation safety board (ntsb) said on tuesday it was sending two investigators to examine the crash of a tesla inc  vehicle apparently traveling in semi-autonomous mode and a fire truck in california.
2017-10-13,1096 days ,fine print in trump solar tariff holds some good news for tesla,"electric vehicle maker and solar installer tesla inc. said on tuesday that it does not expect president donald trump's solar tariff to have much impact on its high-tech solar manufacturing ambitions, thanks to a clause exempting a vast amount of solar panel components from..."
2017-10-13,1096 days ,tesla sets massive stock awards for musk based on boosting market value,silicon valley billionaire elon musk could earn as much as $55.8 billion in tesla inc stock and own more than a quarter of the electric car company in the next decade if he hits all targets of a bold new pay plan.
2017-10-13,1096 days ,brief-tesla announces new long-term performance award for elon musk,* tesla announces new long-term performance award for elon musk
2017-10-13,1096 days ,brief-tesla to announce ceo elon musk's new compensation plan - nyt,* tesla inc is planning to announce on tuesday ceo musk's new compensation plan - nyt
2017-10-13,1096 days ,"lexus, infiniti luxury car brands test ways to fight tesla, german rivals",japanese luxury auto brands lexus and infiniti are using the detroit auto show to test new ways to regain momentum against germany's prestige automakers and silicon valley's tesla inc .
2017-10-13,1096 days ,"tesla model 3 delay raises cashflow risks, but analysts upbeat","tesla inc  shares recouped some of their losses on thursday after falling as much as 3.6 percent, a day after it pushed back a production target for its much-anticipated model 3 sedan yet again."
2016-10-13,1461 days ,"tesla pushes back model 3 production target again, despite progress","tesla inc  delayed a production target for its new model 3 sedan for the second time on wednesday, disappointing investors even as it claimed ""major progress"" overcoming manufacturing challenges that have hampered the vehicle's rollout."
2017-10-13,1096 days ,"tesla delivers 1,550 model 3s in fourth quarter","tesla inc delivered 1,550 of its new model 3 electric cars in the fourth quarter, missing wall street expectations as it tries to overcome production issues that have hampered the roll out of its most affordable sedan."
2017-10-13,1096 days ,tesla to make pickup truck after model y crossover,"tesla inc will build a pickup truck soon after producing electric crossover vehicle model y, chief executive elon musk said on tuesday."
2017-10-13,1096 days ,tesla's model 3 deliveries point to slower ramp up: keybanc,"tesla inc  is likely to deliver about 5,000 model 3s in the fourth quarter, keybanc capital markets analysts said on wednesday, far below the brokerage's estimate of 15,000."
2017-10-13,1096 days ,brief-ups pre-orders 125 tesla electric trucks,* ups - has placed a reservation for 125 of tesla's new fully-electric semi tractors source text for eikon: further company coverage:
2017-10-13,1096 days ,tesla largely responsible for slide in u.s. home solar sales,"after years of double-digit growth, home solar installations in the united states are poised to fall for the first time this year, according to a report released on thursday by gtm research."
2017-10-13,1096 days ,pepsico makes biggest public pre-order of tesla semis: 100 trucks,"pepsico inc  has reserved 100 of tesla inc's  new electric semi trucks, the largest known order of the big rig, as the maker of mountain dew soda and doritos chips seeks to reduce fuel costs and fleet emissions, a company executive said on tuesday."
2017-10-13,1096 days ,pepsico makes biggest public pre-order of tesla semis: 100 trucks,"pepsico inc has reserved 100 of tesla inc's new electric semi trucks, the largest-known order of the big rig, as the maker of mountain dew soda and doritos chips seeks to reduce fuel costs and fleet emissions, a company executive said on tuesday."
2017-10-13,1096 days ,brief-sysco has placed a reservation for 50 of tesla's new fully-electric semi tractors at its investor day,"* sysco says at its investor day in new york on dec 7, co has placed a reservation for 50 of tesla's new fully-electric semi tractors source text for eikon: further company coverage:"
2017-10-13,1096 days ,budweiser maker anheuser-busch reserves 40 tesla electric trucks,"budweiser beer maker anheuser-busch has reserved 40 tesla inc all-electric semi trucks as it seeks to reduce fuel costs and vehicle emissions, the brewer said on thursday."
2017-10-13,1096 days ,update 1-budweiser maker anheuser-busch reserves 40 tesla electric trucks-wsj,"anheuser-busch, which makes budweiser beers, has reserved 40 of tesla inc's all-electric semi trucks as it seeks to reduce fuel costs and vehicle emissions, the wall street journal reported on thursday."
2017-10-13,1096 days ,budweiser maker anheuser-busch reserves 40 tesla electric trucks -wsj,"anheuser-busch, which makes budweiser beers, has reserved 40 of tesla inc's all-electric semi trucks as it seeks to reduce fuel costs and vehicle emissions, the wall street journal reported on thursday."
2017-10-13,1096 days ,direct line offers 5-percent tesla 'auto-pilot' incentive,"britain's largest motor insurer direct line is offering tesla inc drivers in britain a 5-percent discount for switching on the car's autopilot system, seeking to encourage use of a system it hopes will cut down on accidents."
2017-10-13,1096 days ,brief-glu mobile adds tesla's chief people officer to its board,* glu adds tesla’s chief people officer gabrielle toledano to board of directors source text for eikon: further company coverage:
2017-10-13,1096 days ,tesla switches on giant battery to shore up australia's grid,(this dec 1 story corrects paragraph 6 to clarify name and description of company)
2017-10-13,1096 days ,germany removes tesla from subsidies list as too pricey,"a german government agency has removed tesla from the list of electric cars eligible for subsidies, sparking a row with the u.s. company over whether its model s is too expensive to qualify for the scheme."
2017-10-13,1096 days ,brief-tesla denies model s base version not available in germany,"* says it is ""completely false"" that its model s is not available in base version in germany further company coverage:"
2017-10-13,1096 days ,brief-titanium transportation says reserved five all-electric class 8 tesla semis​,* titanium transportation group inc - company has reserved five all-electric class 8 tesla semis
